"INVERURIE MANOR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,,,,,,,,2.57,1.52,2.44,,
February,,,,,,,,3.18,0.80,2.83,,
March,,,,,,,,2.59,3.56,2.84,,
April,,,,,,,,2.95,1.04,3.54,,
May,,,,,,,,2.37,2.24,1.63,,
June,,,,,,,,4.42,2.69,3.85,,
July,,,,,,,,3.05,1.09,2.94,,
August,,,,,,,,6.61,4.92,3.95,,
September,,,,,,,,2.36,2.93,1.93,,
October,,,,,,,,2.10,4.06,1.40,,
November,,,,,,,,4.36,4.69,3.01,,
December,,,,,,,,2.53,4.12,0.66,,
Total,,,,,,,,39.09,33.66,31.02,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.09,33.66,31.02,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,,
