"ROSTREVOR QUAY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,,,,,,,1.28,11.52,,,,
February,,,,,,,6.17,2.36,,,,
March,,,,,,,2.48,5.27,,,,
April,,,,,,,2.87,5.31,,,,
May,,,,,,,0.47,3.83,,,,
June,,,,,,,2.42,3.20,,,,
July,,,,,,,1.40,2.66,,,,
August,,,,,,,3.80,3.73,,,,
September,,,,,,,5.42,2.03,,,,
October,,,,,,,4.78,3.98,,,,
November,,,,,,,5.62,4.75,,,,
December,,,,,,,12.69,3.25,,,,
Total,,,,,,,49.40,51.89,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,49.40,51.89,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,NaN,NaN,,
