"THE WAKEFIELD BOROUGH CEMETERY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,,,,,,2.91,0.87,3.69,,,,
February,,,,,,1.37,2.57,1.93,,,,
March,,,,,1.50,0.55,4.01,3.29,,,,
April,,,,,1.07,0.56,1.86,2.98,,,,
May,,,,,0.86,1.34,0.61,2.47,,,,
June,,,,,0.70,4.50,1.92,1.91,,,,
July,,,,,1.49,4.96,1.72,2.80,,,,
August,,,,,1.55,2.75,2.03,3.49,,,,
September,,,,,2.52,2.36,3.01,2.52,,,,
October,,,,,1.95,4.37,2.12,3.06,,,,
November,,,,,2.77,3.74,3.37,2.26,,,,
December,,,,,2.32,0.84,6.00,2.69,,,,
Total,,,,,,30.25,30.09,33.09,,,,
Calc annual,0.00,0.00,0.00,0.00,16.73,30.25,30.09,33.09,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,-0.00,0.00,0.00,NaN,NaN,,
