"KENNINGTON ROAD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,none,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,1.01,1.54,2.71,1.99,0.90,2.84,0.80,,,,,
February,0.50,1.02,0.85,1.80,0.82,0.79,1.65,,,,,
March,1.84,0.89,1.82,1.04,0.28,0.60,1.57,,,,,
April,0.38,2.41,0.97,0.77,1.10,,1.35,,,,,
May,0.47,1.10,3.16,1.41,1.07,,0.75,,,,,
June,1.00,3.76,0.75,2.57,2.62,2.18,0.65,,,,,
July,1.58,4.05,3.06,1.52,0.97,4.21,,,,,,
August,2.00,0.68,2.61,3.41,0.98,1.03,,,,,,
September,2.00,4.84,1.23,2.23,1.58,1.96,,,,,,
October,3.16,0.82,4.27,2.75,3.42,3.82,,,,,,
November,1.75,0.35,3.18,1.95,2.25,2.65,,,,,,
December,2.17,0.86,3.71,0.32,1.38,0.73,,,,,,
Total,17.86,22.32,28.32,21.76,17.37,23.48,,,,,,
Calc annual,17.86,22.32,28.32,21.76,17.37,20.81,6.77,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,2.67,NaN,NaN,NaN,NaN,,
