BANGOR ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref ,SH586728,Long ,-4.1192,Lat ,53.2338,Elevation ,25,ft ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no ,RR225 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869
January ,,,,,,3.8,1.72,3.6,2.79,,,,,,7.5,3.22,2.6,3.15,0.73,3.1,3.8,1.85,3.63,3.59,2.02,3.72,2.5,1.5,2.01,4.13,2.1,6.12,5.98,4.55,2.71,0.9,1.9,3.22,2.27,3.25,,,5.06,5.75,2.78,3.15,,,,
February ,,,,,,2.03,4.22,0.86,2.16,,,,,,3.45,4.15,2.42,4.16,0.69,2.98,2.94,2.31,1.28,0.5,2.81,1.28,2,4.3,6.39,1.68,2.82,2.69,4.74,1.02,1.87,1.27,4.14,4.06,1.03,2.71,,,1.25,1.83,1.99,2.24,,,,
March ,,,,,,1.59,1.9,4.43,1.39,,,,,,2.79,2.72,5.75,1.79,2.19,2.7,0.6,2.5,4.12,0.92,2.4,2.38,4.83,1.7,4.7,1.15,1.86,4.36,0.42,1.53,2.02,2.82,0.33,4.47,2.11,5.73,,,4.7,1.28,3.24,2.34,,,,
April ,,,,,,1.72,2.53,1.6,3.14,,,,,,2.16,1.24,2.68,2.04,2.7,1.09,1.26,1.97,0.54,5.54,1.67,2.5,4.33,1.79,2.2,2.24,3.28,1.86,0.28,3.94,0.5,0.84,2.19,3.47,2.65,3.97,,,5.51,1.88,0.97,0.89,,,,
May ,,,,,,2.71,1.18,1.36,1.86,,,,,,0.93,3.17,0.05,1.89,2.3,0.68,2.87,3.19,2.88,2.11,0.1,1.94,1.19,2.78,1.08,1.9,2.47,0.7,2.94,0.78,3.27,1.84,1.83,1.54,2.23,0.23,,,3.29,2.36,2.19,4.9,,,,
June ,,,,,,2.12,0.81,1.6,1.09,,,,,,2.6,1.99,3.8,2.05,6.19,2.98,3.94,2.52,2.11,2.2,1.56,2.47,2.52,2.82,4.09,1.01,1.55,5.37,2.88,3.37,3.87,3.04,3.27,4.23,2.41,1.94,,2.02,2.92,2.16,5.04,1.53,,,,
July ,,,,,,0.66,2.7,1.58,4.4,,,,,,6.1,2.6,4.15,2.24,2.94,7.1,6.36,5.39,3.13,4.81,2.36,3.73,4.02,1.01,3.71,3.93,4.59,2.08,2.24,4.15,2.07,4.14,4.34,4.03,2.37,2.37,,5.76,6.79,1.81,2.4,3.03,,,,
August ,,,,,,3.44,2.58,2.54,2.68,,,,,,3.45,2.84,2.05,3.76,7.4,4.03,5.26,4.24,1.5,2.71,3.86,4.95,4.01,2.05,3.21,6.04,4.47,3.23,4.08,2.56,4.56,2.26,3.41,3.57,2.28,2.96,,5.29,0.56,5.83,2.58,4,,,,
September ,,,,,,4.56,4.16,2.22,2.8,,,,,,2.76,5.8,5.03,5.01,1.88,7.62,4.79,3.73,2.86,0.3,2.3,2.94,1.9,3.14,3.66,3.74,2.06,2.58,8.08,2.2,2.21,1.25,5.81,3.03,5.1,4.97,,3.92,2.67,6.34,4.65,0.77,,,,
October ,,,,,,5.37,3.38,3.75,2.07,,,,,,3.2,5.37,3.3,4.74,6.8,3.13,4.29,5.9,3.11,8.84,6.6,0.76,6.64,4.33,5.14,4.92,2.26,4.16,4.22,4.7,3.58,7.84,2.35,2.68,5.72,3.95,,3.31,5.14,7.2,3.22,3.72,,,,
November ,,,,,,7.85,4.19,2.41,3.16,,,,,,3.61,6.3,5.53,5.32,6.72,3.77,6.07,3.86,6.33,5.5,2.35,1.58,2.12,4.89,4.16,3.92,5.32,3.58,6.77,2.84,3.42,2.86,2.56,2.12,1.25,2.4,,8.53,2.63,5.12,4.86,4.43,,,,
December ,,,,,,3.96,5.04,5.42,4.74,,,,,,1.58,1.25,5.1,3.72,2.27,2.84,1.22,6.18,2.75,0.69,0.57,5.42,2.02,7.54,4.07,2.5,3.27,1.6,9.27,1.78,4.57,2.26,4.6,3.9,3.48,2.5,,,5,3.38,2.77,2.94,,,,
Total ,,,,,,39.81,34.41,31.37,32.28,,,,,,40.13,40.65,42.46,39.87,42.81,42.02,43.4,43.64,34.24,37.71,28.6,33.67,38.08,37.85,44.42,37.16,36.05,38.33,51.9,33.42,34.65,31.32,36.73,40.32,32.9,36.98,,,45.52,44.94,36.69,33.94,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Note the Grid Ref is taken from (later) added Hydro stn data. Without further information, this GR is difficult to verify. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
