GREENOCK WW (NEW YETTS DAM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS264738,Long,-4.780069,Lat,55.925846,Elevation,800,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,5.73,5.72,5.65,5.07,6.68,4.31,6.18,2.8,9.18,1.59,4.59,2.18,6.45,9.8,9.8,4.42,6.5,11.5,7.91,4.68,9.04,4.66,8.7,8.14,8.18,12.23,7.15,8.64,7.19,5.68,10.62,7.73,12.6,2.94,9.81,7.69,10.72,8,10.48,3.65,7.84,10.73,10.61,5.38,4.41,1.24,10.88,7.87,8.73,4.77,10.89,8.12,10.7,10.01,5,6.95,8.28,4.81,8.72,5.39,4.66,9.62,8.77,2.11,5.29
February,,,,,,,2.61,5.16,1.78,3.88,1.82,2.05,2.51,5.6,11.91,0.59,4.03,5.26,5.53,4.81,4.7,2.46,2.55,11.18,6.89,5.79,5.11,4.48,4.32,4.21,10.06,2.62,7.43,7.36,1.58,5.13,7.32,4.07,5.56,2.83,0.58,5.59,0.01,6.15,1.17,8.79,4.19,6.91,4.83,9.32,3.28,6.56,2.47,7.84,2.39,9.99,3.93,1.84,8.05,8.05,7.72,4.22,2.96,3.85,7.6,4.45,2.23,4.87,4.84,2.81,6.79
March,,,,,,,4.79,2.39,4.69,2.58,5.61,4.28,1.48,2.77,5.17,5.45,7.77,7.22,2.63,5.06,0.4,3.59,5.76,12.32,3.69,6.96,5.59,5.96,6.28,2.47,6.81,10.61,3.01,3.3,1.64,3.64,6.25,5.47,6.51,1.39,4.54,1.79,2.65,4.73,3.39,2.36,4.76,2.23,7.6,4.56,6.02,3.32,5.87,4.07,1.61,5.22,3.58,4.78,8.08,3.26,4.75,4.87,5.39,2.07,5.02,2.55,3.75,7.45,2.05,4.2,4.01
April,,,,,,,3.48,3.56,3.59,4.31,2.11,2.89,1.87,2.51,2.86,4.11,2.74,4.02,5.19,5.14,4.13,5.32,2.91,2.35,8.06,5.35,1.97,4.51,2.13,5.66,3.06,2.15,4.56,5.11,3.82,6.63,2.79,4.57,3.38,1.58,2.61,2.65,5.72,4,4.44,4.49,1.93,3.71,1.1,4.11,4.23,3.27,3.59,5.08,4.35,2.47,3.06,9.17,4.17,9.88,4.4,4.01,3.29,3.14,3.74,5,2.28,3.61,2.79,5.12,7.7
May,,,,,,,4.59,1.18,6.18,3.43,3.43,2.53,6.28,3.36,4.04,0.23,0.95,3.64,2.55,4.86,5.9,2.26,3.34,4.16,3.65,3.39,7,7.29,3.34,4.15,7.44,4.25,5.66,2.86,5.88,8.9,3.57,4.38,2.11,5.3,2.93,6.08,2.95,4.36,4.6,0.7,3.26,2.31,4.6,1.73,0.98,2.66,3.89,3.89,5.93,5.97,1.73,5.68,2.3,2.93,2.07,2.59,2.35,3.71,4.09,4.98,4.46,2.98,4.95,1.54,3.48
June,,,,,,,1.91,1.85,4.1,1.91,6.67,2,5.33,1.96,3.62,2.48,5.14,8.11,3.66,2.58,4.3,4.3,2.04,3.37,3.42,1.59,2,5.7,3.8,3.58,2.78,0.92,3.3,1.76,3.49,1.72,4.19,5.19,7.55,3.88,3.9,7.5,2.28,3.06,3.94,4.31,2.31,4.07,7.95,2.34,1.46,1.74,3.12,4.66,5.69,4.76,4.57,4.43,6.68,1.68,2.76,2.68,4.85,1.44,5.21,4.17,3.73,2.9,4.62,3.98,3.97
July,,,,,,,4.09,4.42,7.05,2.89,4.88,2.31,2.78,6.01,3.51,6.15,6.26,3.55,2.02,4.79,4.59,2.69,5.27,6.21,3.8,4.5,4.3,3.05,5.47,5.56,4.97,5.62,4.11,5.51,4.56,2.03,3.66,5.71,4.84,6.47,4.62,5.34,3.96,4.94,3.83,3.35,8.74,4.86,5.42,6.69,4.07,4.11,5.38,3.27,5.78,5.32,4.58,5.48,6.99,3.64,6.99,4.11,3.66,7.47,4.58,1.08,6.17,6.79,7.7,7.73,6.33
August,,,,,,,4.22,3.92,4.11,7.55,3.94,7.34,9.56,5.11,5.73,9.06,3.7,7.55,8.17,2.35,6.16,7.67,4.61,11.1,6.81,7.28,5.09,7.94,5.41,4.24,7.17,7.44,3.99,7.45,4.73,4.7,5.74,7.91,5.55,8.66,7.33,2.76,3.79,4.08,6.36,3.17,3.67,4.13,3.21,2.41,3.81,6.17,6.64,10.09,4.69,3.05,3.43,0.03,9.36,6.17,8.57,4.96,6.45,6.35,6.55,1.47,6.36,5.58,5.54,2,4.59
September,,,,,,,9.02,6.11,2.85,2.71,7.66,8.75,9.39,4.95,0.25,3.2,6.95,5.82,8.33,6.07,6.85,6.53,5.98,6.05,7.75,3.55,3.39,2.36,9.69,2.95,4.53,3.89,4.45,11.6,8.13,4.19,5.14,9.53,5.28,2.42,5.06,2.28,5.8,0.88,7.26,9.23,4.76,4.88,5.68,3.43,5.45,2.17,8.03,5.95,6.74,7.12,8.26,7.46,10.07,3.37,11.8,6.16,4.85,9.25,9.98,6.64,5.72,4.8,5.67,1.95,4.48
