ASHFORD-BETHERSDEN ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref ,TQ942393,Long ,0.7737,Lat ,51.1201,Elevation ,111,ft ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no ,RR1835 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January ,,,,,,,0.99,5.65,1.36,2.75,0.36,1.15,1.26,2.36,2.73,2.5,4.36,2.06,0.88,0.78,2.46,2.52,0.63,2.74,2.89,2.56,0.75,2.69,0.5,2.15,3.29,0.93,0.95,2.37,,,,,,
February ,,,,,,,2.5,2.26,1.43,3.83,3.14,1.5,1.09,4.18,1.74,3.33,0.49,0.51,2.09,2.57,1.12,0.04,1.94,4.38,1.53,0.39,0.42,1.95,0.97,2.39,5.48,1.83,1.22,1.15,,,,,,
March ,,,,,,,3.33,2.62,1.13,0.69,0.43,1.97,1.75,1.18,1.47,1.43,1.16,1.58,3.85,1.26,2.38,2.23,1.84,0.32,1.27,1.77,2.47,4,2.13,0.71,1.15,2.07,1.4,1.79,,,,,,
April ,,,,,,,1.75,2.5,3.24,3.39,1.83,0.83,2.57,2.19,1.71,2.04,1.42,1.66,1.28,1.81,2.72,0.51,1.38,0.01,2.12,1.38,0.69,1.88,1.6,2.82,0.59,2,0.8,2.5,,,,,,
May ,,,,,,,1.3,1.94,3.63,3.52,0.44,1.12,1.42,2.28,0.24,2.65,3,1.53,0.89,1.9,1.08,2.83,0.45,0.72,2.29,0.08,0.18,1.09,3.92,1.71,0.83,1.3,1.7,2.32,,,,,,
June ,,,,,,,1.56,1.81,1.42,3.06,2.87,2.85,3,2.25,1.05,1.46,0.37,0.73,2.25,0.72,2.82,1.38,3.04,0.46,2.1,0.16,3.03,1.96,2.16,1.15,2.66,2.03,1.62,3.6,,,,,,
July ,,,,,,,0.28,2.58,1.36,3.28,2.97,0.9,3.23,2.74,2.76,0.1,2.67,0.43,5.97,2.51,2.64,2.61,2.11,3.18,5.3,2.89,0.81,0.43,0.48,1.25,1.43,2.43,1.83,5.22,,,,,,
August ,,,,,,,2.06,2.88,4.82,3.11,2.86,3.68,1.73,0.45,0.7,0.44,1.17,3.23,1.1,2.34,3.79,5.03,4.16,1.63,1.34,1.64,2.29,2.51,1.44,0.89,1.74,1.82,4.04,3.49,,,,,,
September ,,,,,,,2.67,0.93,1.54,2.3,3.48,2.95,3.55,3.06,3.95,4.21,1.08,2.58,0.8,2.1,1.09,0.62,1.43,3.03,4.36,0.52,5.6,2.2,0.81,2.83,0.85,1.09,1.21,1.8,,,,,,
October ,,,,,,,1.99,3.14,3.01,1.15,6.93,3.94,5.87,2.47,1.79,4.31,3.46,1.63,2.2,7.5,1.22,4.9,6.43,3.45,4.23,3.3,5.44,0.28,2.44,2.2,1.77,2.53,1.81,4.51,,,,,,
November ,,,,,,,2.64,7.33,4.74,0.9,4.36,3.68,3.5,4.18,1.38,2.57,4.25,4.27,4.4,1.22,2.38,2.46,2.4,2.93,3.58,4.23,1.4,0.99,2.64,3.04,3.17,0.63,2.39,2.47,,,,,,
December ,,,,,,,5.87,2.61,1.82,0.86,2.97,3.71,2.35,1.28,3.51,1.03,4.95,2.07,1.56,1.41,0.91,3.3,2.09,2.93,1.79,2.24,3.59,2.9,1.96,2.11,2.94,5.06,2.27,1.67,,,,,,
Total ,,,,,,,26.94,36.25,29.5,28.84,32.64,28.28,31.32,28.62,23.03,26.07,28.38,22.28,27.27,26.12,24.61,28.43,27.9,25.78,32.8,21.16,26.67,22.88,21.05,23.25,25.9,23.72,21.24,32.89,,,,,,
