WHITEPARISH (SARUM QUARRY),,,,,,,,,,,,
Grid ref,SU219242,Long,-1.689170,Lat,51.016764,,,,,,,
Station no,1526/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,2.08,1.16,2.00,3.22,5.07,2.30,3.50,3.93,3.30,,
February,,0.48,1.86,2.85,1.47,,3.73,2.64,0.17,2.13,,
March,,3.61,0.48,2.66,1.15,0.75,1.89,1.96,3.62,2.15,,
April,,1.62,2.10,0.27,1.04,1.63,0.27,1.05,2.56,1.60,,
May,,3.16,1.98,3.75,4.44,0.62,1.70,2.61,0.78,1.14,,
June,,1.27,1.61,2.58,3.11,1.84,1.32,4.29,1.06,2.88,,
July,,0.44,2.83,2.30,0.29,1.65,6.19,1.51,1.93,4.24,,
August,,3.66,1.98,4.10,0.39,4.93,2.70,5.03,1.23,4.31,,
September,,3.84,2.96,2.88,1.52,4.41,2.95,4.15,0.00,4.51,,
October,,5.02,3.85,2.87,3.15,2.22,3.01,3.53,2.88,11.46,,
November,,3.97,1.05,6.26,3.20,0.79,2.48,2.45,4.13,4.60,,
December,,2.49,0.67,3.30,5.13,4.62,2.94,2.95,7.01,4.48,,
Total,,31.64,22.53,35.82,28.11,,31.48,35.67,29.30,46.80,,
Calc annual,0.00,31.64,22.53,35.82,28.11,28.53,31.48,35.67,29.30,46.80,,
Difference,NaN,0.00,-0.00,0.00,0.00,NaN,0.00,-0.00,0.00,0.00,,
