CAMBRIDGE UNIVERSITY OBSERVATORY (8 inch),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL434594,Long,0.097506,Lat,52.21416,Elevation,84,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,,,,,,,0.25,1.04,1.38,1.37,1.45,1.57,2.42,1.54,0.56,0.77,1.89,1.18,0.75,1.52,1.46,1.86,0.86,1.82,0.95,2.24,2.52,0.43,0.46,1.73,1.28,,,,,
February,,,,,,,,,,,1.71,2.3,1.56,2.52,1.04,1.69,0.3,0.67,1.04,1.73,0.83,0,2.02,2.53,1.14,0.31,0.52,2.01,0.59,1.21,3.49,0.52,1.03,0.56,2.26,,,,,
March,,,,,,,,,,,0.97,1.23,1.42,1.05,0.73,0.93,1.54,1.33,2.19,1.17,2.15,1.7,0.8,0.37,0.79,1.45,2.88,2.05,1.39,0.93,0.52,1.81,0.8,2.03,1.36,,,,,
April,,,,,,,,,,,1.92,1.23,2.78,2.32,1.45,2.02,1.03,1.07,1.84,2.31,0.7,1,1.23,0.13,1.38,0.88,0.74,1.41,1.23,2.29,0.71,2.08,0.94,1.27,0.76,,,,,
May,,,,,,,,,,,0.75,2.05,1.27,1.22,1.04,3.22,3.49,2.45,0.72,4.13,1.61,2.97,1.24,0.89,2.38,1.32,0.31,1.32,2.55,1.61,1.17,1,3.65,2.62,1.38,,,,,
June,,,,,,,,,,,3.05,2.72,2.49,4.15,1.67,2.47,0.57,0.61,1.72,2.58,2.11,1.35,3.46,1.06,1.83,1.05,2.14,2,2.19,1.11,2.32,1.58,1.74,4.13,0.96,,,,,
July,,,,,,,,,,,4.1,1.62,2.2,2.27,3.08,0.72,3.51,0.6,3.92,3.55,3,4.19,3.17,3.56,2.86,4.1,0.76,0.32,1.33,1.14,1.02,1.16,0.82,4.75,2.8,,,,,
August,,,,,,,,,,,1.34,5.25,1.76,1.03,1.63,1.47,2.64,1.26,2.16,1.84,1.67,3.76,2.78,3.47,2.56,4.98,2.1,3.55,2.03,0.68,2.11,1.54,2.28,3.24,1.66,,,,,
September,,,,,,,,,,,3.28,1.98,2.2,4.39,1.67,3.09,1.06,1.68,1.02,3.1,0.18,1.14,3.02,0.76,1.93,0.59,4.3,2.93,0.17,2.02,0.35,1.01,0.68,2.07,1.3,,,,,
October,,,,,,,,,,,5.06,2.48,5.13,1.45,1.33,4.57,2.77,1.54,0.8,3.04,1.39,4.18,4.35,3.3,1.78,2.09,2.77,0.85,1.96,1.92,1.93,2.22,1.13,4.78,1.06,,,,,
November,,,,,,,,,,,1.77,1.59,2.55,2.86,1.15,2.88,2.27,1.79,3.09,0.91,1.76,1.75,1.58,2.31,3.52,2.59,0.79,0.86,1.69,2.66,1.59,1.18,1.29,2.14,1.15,,,,,
December,,,,,,,,,,,2.36,3.01,2.61,1.42,1.68,0.8,3.2,1.14,0.94,1.17,0.61,2.71,1.29,1.17,1.34,1.5,2.54,1.22,1.87,1.49,2.01,2.19,1,1.2,1.6,,,,,
Total,,,,,,,,,,,26.56,26.5,27.35,26.05,17.92,25.43,24.8,15.68,20,26.3,17.9,25.93,25.69,21.07,22.97,22.72,20.71,20.34,17.95,19.3,19.74,16.72,15.82,30.52,17.57,,,,,
