SOBERTON-MISLINGFORD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU596142,Long,-1.153401,Lat,50.924186,Elevation,136,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,4.17,1.33,1.43,4.02,5.68,3.94,4.14,5.55,1.9,3.11,4.32,5.12,2.56,5.74,1.57,4.9,2.52,3.27,2.13,2.42,0.9,5.52,6.64,4.35,5.67,3.48,3.57,3.94,6.16,2.55,2.07,3.01,3.15,5.76,1.04,0.8,4.09,2.3,1.11,2.13,3.62,5.69,2.97,4.79,3.33,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,5.88,4.71,1.23,1.5,3.16,0.52,0.29,3.37,6,0.53,4.91,2.34,4.67,2.19,1.51,1.51,2.21,0.17,4.03,0.03,3.48,3.02,5.49,0.6,1.48,3.97,3.29,0.74,1.48,0.74,2.31,3.09,2.47,1.29,1.4,5.24,5.85,0.73,1.54,3.38,1.62,0.13,4.56,2.79,0.12,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,0.92,3.61,2.92,1.11,5.58,2.36,1.22,2.46,1.98,1.76,0.75,0.64,3.57,2.75,0.19,1.35,0.87,1.65,3.5,2.98,0.8,2.36,3.92,0.51,1.34,3.54,4.05,2.67,0.67,0.25,0.83,1.07,7.09,0.78,1.77,1.83,4.98,3.09,0.53,3.95,1.35,0.52,2.38,1.6,2.98,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,1.09,0.85,1.96,1.86,2.55,3.77,0.97,3.45,3.27,3.38,2.71,3.09,1.96,1.81,0.96,2.57,2.89,3.08,1.35,2.2,4.02,2.24,3.4,0.03,2.02,1.21,1.87,1.82,1.02,1.54,1.07,2.21,2.17,1.39,1.77,2.71,2.96,1.88,1.6,0.49,0.59,1.73,0.23,0.79,2.82,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,3.72,1.66,2.46,1.63,0.46,1.87,1.79,1.25,2.17,3.78,4.26,1.74,0.77,1.56,2.16,1.85,3.84,5.16,1.73,0.83,1.32,0.22,2.89,2.11,1.1,0.85,2.51,2.67,2.9,0.72,2.38,4.73,1.11,2.63,1.76,1.07,2.51,2.96,2.77,2.35,4.59,0.34,1.34,2.53,0.33,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,1.45,2.26,3.02,1.18,0.65,2.43,0.03,1.64,0.45,3.21,0,2.54,2.78,2.66,1.54,0.47,1.77,1.6,2.58,1.29,3.61,3,1.51,0.78,1.91,0.21,1.69,0.4,1.69,2.26,2.92,4.5,1.88,2.88,0.6,2.03,1.14,1.2,2.15,3.94,3,2.62,1.64,3.2,0.58,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,4.3,1.66,3.12,4.54,0.86,6.14,0.26,4.67,0.92,4.05,3.47,2.07,3.22,1.95,1.35,2.32,4.44,4.45,2.16,1.04,1.26,4.16,1.38,2.53,3.84,3.51,3.47,1.81,3.22,3.23,3.08,1.86,2.33,1.28,0.65,4.25,3.7,0.36,5.36,3.34,0.95,3.21,4.64,2.07,1.82,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,2.21,2.15,6.06,1.9,3.46,1.53,2.69,2.83,2.43,3.01,4.22,1.32,4.94,2.4,2.2,4.72,5.12,1.25,0.81,2.88,3.84,0.39,1.64,2.26,2.59,0.04,4.8,3.21,1.83,1.27,1.72,5.34,0.41,4.41,1.41,3.58,6.99,2.82,1.94,3.69,0.94,3.49,2.99,4.32,3.18,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,3.91,2.36,1.84,6.58,1.31,2.31,0.88,1.88,1.7,6.07,3.08,0.59,6.48,1,0.37,3.25,1.75,3.19,2.74,3.03,4.85,3.42,2,1.89,1,1.72,0.82,1.95,1.43,1.86,1.81,4.1,1.35,3.27,2.18,4.32,3.99,3.59,2.93,3.15,2.1,4.36,3.75,4.8,0.14,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,4.75,6,5.45,1.56,0.61,3.51,0.81,1.18,6.27,4.52,4.82,2.6,2.41,6.98,4.21,2.23,0.51,6.38,2.14,2.02,5.42,1.26,3.38,3.79,5.71,4.89,1.27,4.07,4.11,4.71,3.91,0.75,1.15,2.25,7.97,0.66,1.06,4.7,3.99,3.19,5.13,2.35,2.33,4.23,3.22,7.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,3.38,4.66,1.36,2.39,2.52,2.16,2.27,2.17,1.65,2.97,3.58,7.25,3.39,3.23,8.93,6.03,4.35,1.48,0.77,3.61,7.8,4.43,2.35,4.99,6.45,8.86,2.85,1.64,1.91,5.92,0.59,5.39,1.51,1.66,3.52,6.39,8.47,4.36,1.81,5.68,3.46,0.78,3.81,2.98,4.34,6.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,8.8,4.14,1.26,2.85,6.55,3.38,2.06,4.76,3.63,5.19,3.91,0.37,4.29,3.22,7.52,4.2,0.65,1.36,0.77,10.54,3.99,3.13,5.32,3.63,2.24,2.57,2.28,3.78,2.2,2.8,4.64,4.1,3.26,4.5,2.26,2.3,3.13,2.61,0.77,3.03,4.24,5.51,2.68,3.75,7.91,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,44.58,35.39,32.11,31.12,33.39,33.92,17.41,35.21,32.37,41.58,40.03,29.67,41.04,35.49,32.51,35.4,30.92,33.04,24.71,32.87,41.29,33.15,39.92,27.47,35.35,34.85,32.47,28.7,28.62,27.85,27.33,40.15,27.88,32.1,26.33,35.18,48.87,30.6,26.5,38.32,31.59,30.73,33.32,37.85,30.77,48.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAILY GAUGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
