BARNES CASTELNAU,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR8237,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.00,2.18,,,,,,,,,,
February,0.50,0.20,,,,,,,,,,
March,1.00,1.33,,,,,,,,,,
April,2.90,1.16,,,,,,,,,,
May,3.40,1.13,,,,,,,,,,
June,2.29,0.27,,,,,,,,,,
July,4.23,,,,,,,,,,,
August,1.63,,,,,,,,,,,
September,2.90,,,,,,,,,,,
October,1.23,,,,,,,,,,,
November,1.27,,,,,,,,,,,
December,2.22,,,,,,,,,,,
Total,25.57,,,,,,,,,,,
Calc annual,25.57,6.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
