GELDESTON The Old House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TM388918,Long,1.5146049,Lat,52.471859,Elevation,38,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,1.08,0.95,2.78,1.9,0.89,1.7,1.59,2.52,1.49,1.19,0.17,1.06,1.34,1.68,1.4,1.84,2.1,1.63,1.14,0.83,1.95,1.78,0.84,2.08,1.41,2.53,1.01,2.24,0.93,2.18,2.66,0.41,0.89,1.55,1.97,0.83,3.66,1.57,0.48,0.7,1.85,1.77,2.12,2.63,1.77,3.38,1.5,1.87,2.73,2.98,1.81,1.65,3.66,1.3,1.87,0.85,2.09,1.12,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,0.61,1.59,0.98,1.49,0.97,0.97,2.39,2.31,0.98,2.26,1.71,2.86,1.65,2.32,0.68,2.04,0.35,0.54,1.53,1.31,0.73,0.05,1.37,2.36,1.2,0.77,0.43,1.97,1.01,1.01,2.77,1.51,0.62,0.12,2.5,1.12,2.13,1.13,1.72,1.01,1.99,1.24,0.97,0.68,1.39,2.94,3.61,1.02,0.75,2.07,0.63,0.25,1.86,3.38,1.8,1.85,1.86,1.98,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,1.48,1.09,2.76,1.52,0.93,0.52,2.25,2.32,1.36,0.77,0.8,1.54,1.36,1.83,1.23,0.83,1.24,1.6,2.56,0.83,2.39,1.51,1.77,0.27,0.64,1.79,3.17,2.25,2.03,1.42,0.91,1.89,1.08,1.8,1.47,1.44,2.05,1.26,2.33,2.69,0.95,2.26,2.67,1.84,3.5,1.73,3.05,2.58,0.78,1.78,0.89,0.76,1.34,1.38,0.63,1.52,0.3,1.8,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,0.61,3.13,2.05,1.07,1.03,0.75,1.68,1.77,0.95,2.28,1.64,1.09,2.74,1.35,1.47,1.4,1.43,1,1.21,2.31,1.15,0.88,2.28,0.11,2.79,0.85,1.05,1.57,1.16,2.78,1.19,2.13,1.39,2.2,0.78,1.81,0.84,2.67,2.43,1.12,1.66,0.81,0.38,1.88,0.63,0.95,1.92,1.82,3.48,1.8,3.01,1.08,2.01,0.55,2.42,2.48,2.58,1.46,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,0.75,1.47,2.47,1.49,1.23,1.35,0.61,1.46,4.11,2.38,0.76,1.01,1.51,1.5,1.36,2.87,1.81,1.68,0.87,2.69,1.52,2.47,1.61,1.28,3.06,0.73,0.46,0.81,3.24,2.21,1.61,0.95,3.39,2.2,1.81,1.25,2.75,2.74,1.34,0.95,3.91,0.75,0.58,1.49,1.27,2.08,,0.77,0.93,0.69,0.68,1.1,0.63,1.29,4.15,2.44,2.01,0.42,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,1.08,2.55,2.44,1.73,2.91,1.75,1.81,1.22,0.74,2.98,2.49,1.69,2.77,2.79,0.79,0.58,0.51,0.16,0.91,1.71,2.33,1.19,2.83,1.17,2.57,0.82,1.8,1.86,3.01,0.89,2.88,1.99,1.79,2.54,0.6,3.5,1.93,2.19,0.51,2.67,3.13,2.25,2.7,0.81,1.27,1.9,,3,1.9,1.26,1.6,0.22,1.79,0.68,1.87,0.74,3.17,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,2.35,1.8,4.6,2.24,1.52,4.13,2.23,3.17,0.94,5.46,4.29,1.07,2.57,2.42,1.75,0.67,3.36,2.04,5.62,2.22,3.42,2.96,2.06,1.83,3.62,3.8,1.05,0.43,1.54,2.82,1.85,1.04,1.99,3.32,2.6,0.44,0.47,1.06,2.13,2.6,4.03,0.6,3.3,3.05,2.29,5.53,,3.76,3.76,2.63,2.72,0.46,3.75,3.33,2.29,1.65,1.93,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,2.16,0.91,2.2,0.85,1.73,0.75,1.89,2.52,3.33,5.16,1.9,3.87,1.52,0.61,1.07,1.32,1.5,1.36,1.89,2.66,2.21,4.04,3.72,1.14,2.05,3.18,1.6,1.57,1.35,0.78,3.65,0.98,3.51,4.22,2.63,2.72,1.29,1.28,2.39,1.97,2.23,0.46,7.56,1.03,0.81,1.65,3.68,3.74,1.72,1.61,1.72,1.1,1.43,2.58,2.31,2.81,1.33,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,1.35,4.04,1.94,2.03,3.68,2,5.11,2.29,2.32,3.37,2.72,2.46,2.57,2.06,4,5.15,2.17,1.92,1.1,3.48,0.85,0.98,2.08,0.66,1.99,0.44,3.89,3.14,0.28,3.13,1.03,1.05,1.24,2.61,1.39,1.86,1.36,0.29,1.28,2.17,2.06,2.06,2.48,2.63,0.77,1.29,1.5,1.69,3.73,1.03,2.02,1.41,2.76,1.23,3.26,2.69,0.44,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,3.08,1.12,3.08,2.69,1.3,3.69,1.35,1.45,1.58,1.36,3.93,3.33,5.74,2.42,3.63,5.56,2.47,2.75,1.28,3.77,1.65,3.88,7.39,1.79,2.39,3.74,2.93,0.76,2.48,1.83,1.9,1.99,1.43,3.83,0.93,3.4,3.18,3.44,2.12,4.2,0.92,2.12,1.5,3.36,2.44,2.23,2.46,3.06,2.71,2.75,0.38,0.6,1.18,2.83,4.53,1.57,2.74,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,0.77,2.5,5.17,0.76,2.35,5.29,2.89,2.9,6.95,2.63,2,1.36,3.13,3.63,1.77,2.4,2.92,2.18,3.02,1.19,4.02,1.83,1.52,3.49,2.18,2.26,1.55,1.22,2.89,2.62,1.65,1.87,1.33,1.49,1.87,1.92,3.96,2.36,1.49,1.14,3.69,2.98,3.04,1.96,2.8,2.87,2.82,1.83,1.42,2.07,0.6,1.61,1.57,2.68,1.24,3.24,2.69,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,3.95,1.03,3.44,0.39,2.46,1.78,3.2,2.12,1.71,0.57,1.97,2.95,3.8,2.37,2.16,1,3.36,1.27,1.05,1.11,0.51,2.72,1.01,1.91,2.51,1.55,3.03,1.93,2.16,1.73,2.49,4.26,1.25,1.07,2.12,1.21,2.47,2.52,1.22,4.45,4.02,3.79,1.93,0.89,5.51,3.43,3.18,1.49,3.08,3.49,3.13,1.61,1.42,2.87,2.35,2.21,0.78,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,19.27,22.18,33.91,18.16,21,24.68,27,26.05,26.46,30.41,24.38,24.29,30.7,24.98,21.31,25.66,23.22,18.13,22.18,24.11,22.73,24.29,28.48,18.09,26.41,22.46,21.97,19.75,22.08,23.4,24.59,20.07,19.91,26.95,20.67,21.5,26.09,22.51,19.44,25.67,30.44,21.09,29.23,22.25,24.45,29.98,,26.63,26.99,24.16,19.19,11.85,23.4,24.1,28.72,24.05,21.92,28.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Observer: DAWSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916 May-Jul & Total removed as estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928 - June Dec & Total removed as estimated.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Many values are identical on this sheet with those of the other gauge run by the saem observer. However some are also identical to those of two of the other observers in this village.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
