LITTLE KIMBLE,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,986,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,1.88,2.24,1.30,2.85,2.66,3.33,1.23,3.16,
February,,,,4.38,0.56,3.66,1.70,3.51,1.64,0.53,0.48,
March,,,,1.62,1.34,0.61,0.16,2.33,1.76,0.07,1.20,
April,,,,1.96,2.76,1.84,2.56,1.54,0.83,0.96,1.96,
May,,,,1.82,6.33,-999.00,2.47,1.12,1.25,1.54,2.43,
June,,,,0.35,2.27,0.02,2.59,3.04,1.74,0.57,1.87,
July,,,,2.36,4.19,5.22,2.14,2.98,2.83,1.68,2.02,
August,,,,3.86,1.84,2.06,1.03,4.09,3.09,0.43,2.27,
September,,,,2.63,3.81,3.25,2.18,4.53,0.89,0.20,3.14,
October,,,,4.23,3.50,2.58,1.96,1.56,3.98,3.73,1.02,
November,,,,1.60,2.71,2.01,3.93,2.88,2.55,5.90,3.88,
December,,,,2.67,3.39,1.71,0.40,2.45,1.97,5.39,2.33,
Total,,,,29.36,34.94,26.60,23.97,32.69,25.86,22.23,25.76,
Calc annual,0.00,0.00,0.00,29.36,34.94,24.26,23.97,32.69,25.86,22.23,25.76,
Difference,NaN,NaN,NaN,0.00,0.00,2.34,0.00,0.00,0.00,0.00,0.00,
