PATTERDALE HALL,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3678,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,13.64,17.62,8.41,8.32,8.98,11.44,15.42,12.05,22.58,2.64,19.88,
February,10.36,0.30,9.75,15.36,1.34,11.53,8.54,5.21,10.39,1.80,0.84,
March,13.40,16.22,6.42,5.14,1.45,3.42,4.60,10.19,10.40,1.17,5.52,
April,9.10,2.22,4.59,6.89,4.46,9.42,5.42,5.30,2.83,2.58,3.19,
May,11.85,5.17,3.14,5.51,7.69,9.94,5.36,3.74,1.76,7.46,3.19,
June,2.39,0.35,3.82,2.76,3.84,0.27,6.07,5.57,10.56,2.42,4.48,
July,8.90,4.86,9.67,5.01,8.88,1.79,6.02,6.94,5.81,8.38,4.53,
August,4.41,10.16,6.50,15.94,6.25,6.86,8.12,10.47,12.70,8.00,13.06,
September,4.11,3.07,6.20,10.85,13.67,6.62,6.56,10.27,3.97,3.18,5.83,
October,3.86,4.19,3.38,18.91,8.92,12.00,8.40,11.48,18.81,12.92,17.59,
November,8.92,4.77,4.80,10.59,6.68,4.29,17.98,10.04,15.83,19.33,10.68,
December,9.53,16.10,16.87,7.57,20.97,10.26,2.02,3.22,8.16,22.76,10.32,
Total,100.47,85.03,83.55,112.85,93.13,87.84,94.51,94.48,123.80,92.64,99.11,
Calc annual,100.47,85.03,83.55,112.85,93.13,87.84,94.51,94.48,123.80,92.64,99.11,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
