"SUNNINGHILL (BLACKNEST P.S)",,,,,,,,,,,,
Grid ref,SU959687,Long,-0.622547,Lat,51.409225,,,,,,,
Station no,770,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.20,2.19,0.81,1.15,2.80,4.04,1.75,2.88,2.46,2.46,,
February,5.81,0.81,1.42,2.36,1.47,0.23,3.11,2.74,0.13,2.22,,
March,3.75,2.85,0.33,2.11,0.99,0.62,1.15,1.48,2.17,1.45,,
April,2.88,1.50,2.61,0.36,0.30,1.48,0.29,1.21,2.25,0.63,,
May,2.95,2.37,1.86,2.76,4.62,0.23,1.12,2.44,0.53,1.69,,
June,1.16,1.38,1.20,4.45,2.59,2.17,1.70,3.72,0.89,1.13,,
July,1.80,0.52,3.85,2.45,1.13,4.24,3.14,2.05,2.16,2.89,,
August,3.69,2.78,1.78,3.03,1.53,3.96,3.01,3.34,1.31,2.80,,
September,2.87,3.51,1.98,2.41,1.85,2.78,3.01,3.53,0.14,2.68,,
October,0.74,3.29,2.98,2.44,3.73,3.09,1.84,2.36,2.68,7.41,,
November,6.69,3.80,1.35,4.27,1.99,0.46,2.75,2.15,2.55,4.22,,
December,1.94,2.50,0.61,2.11,2.42,3.20,2.10,3.16,3.63,2.76,,
Total,37.48,27.50,20.78,29.90,25.42,26.50,24.97,31.06,20.90,32.34,,
Calc annual,37.48,27.50,20.78,29.90,25.42,26.50,24.97,31.06,20.90,32.34,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,,
