PENARTH-CEMETERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST1795170161,Long,-3.1814696,Lat,51.424496,Elevation,99,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4053/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,3.18,5.48,2.34,2.59,0.8,4.69,4.68,4.65,6.05,4.28,4.42,4.61,5.42,3.2,3.59,3.36,3.16,7.6,1.05,1.22,4.51,3.53,1.01,2.62,3.91,4.02,3.68,3.39,4.19,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,3.05,0,5.36,0.57,3.31,1.64,5.5,1.35,2.22,2.57,3.02,0.23,1.59,0.82,4.8,2.35,1.34,2.18,1.47,6.02,4,1.01,2.02,4.81,2.3,0.25,3.99,4.71,0.42,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,0.9,1.94,3.1,1.67,1.01,3.23,3.46,0.36,0.87,2.69,2.79,2.28,1.46,0.37,1.32,1.14,5.94,1.29,1.54,1.97,4.32,3,1.24,3.83,1.21,0.7,4.12,0.94,3.08,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,2.87,3.55,1.72,2.55,5.18,3.35,3.82,0,2.92,2.76,1.24,1.04,1.22,2.87,1.38,2.11,2.05,2.38,2.38,3.12,3.86,3,3.79,0.77,1.82,1.24,0.15,0.77,2.88,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,7.61,4.16,2.04,1.63,1.05,1.9,2.1,2.38,0.91,1.98,1.21,3.73,2.97,2.07,3.07,4.53,2.42,3.94,4.01,1.81,2.96,3.82,2.64,1.9,4.77,1,1.64,3.41,1.36,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,3.23,1.07,2.09,1.55,3.37,3.57,0.91,1.27,6.33,0.76,1.31,0.33,2.04,3.4,4.17,4.12,2.22,2.1,0.7,1.24,0.51,2,1.87,3.24,3.68,2.25,1.16,3.02,1.51,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,3.62,3.69,2.33,1.64,0.27,6.61,3,2.67,1.94,4.05,2.79,2.26,2.29,2.51,2.63,1.89,2.29,3.58,1.75,4.51,0.97,1.7,4.28,3.3,0.41,2.69,4.07,2.68,3.42,5.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,4.77,1.92,1.83,3.31,2.15,0.98,0.6,4.05,6.33,0.39,5.35,4.96,4.09,4.16,1.97,7.1,1.17,5.15,2.04,7.98,4.39,5.73,5.13,3.74,1.32,5.05,2.9,3.78,3.07,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,1.85,4.33,2.01,3.96,9.3,3.22,1.62,2.07,0.67,1.51,0.54,2.52,4.21,4.96,2.72,4.43,1.97,3.49,2.71,6.36,3.34,4.48,4.5,6.45,2.89,4.66,4.62,6.45,0.34,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,1.01,7.4,3.73,3.02,5.53,1.8,3.36,7.44,3.36,4.92,2.37,3.37,2.37,4.45,4.55,0.99,0.79,5.58,7.08,2.5,2.26,5.13,2.68,5.4,1.69,1.89,3.87,3.74,4.86,8.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
