"PENARTH CEMETERY",,,,,,,,,,,,
Grid ref,ST180702,Long,-3.180774,Lat,51.424854,,,,,,,
Station no,4053/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.51,3.53,1.01,2.62,3.91,4.02,3.68,3.39,4.19,3.75,,
February,4.00,1.01,2.02,4.81,2.30,0.25,3.99,4.71,0.42,2.35,,
March,4.32,3.00,1.24,3.83,1.21,0.70,4.12,0.94,3.08,2.15,,
April,3.86,3.00,3.79,0.77,1.82,1.24,0.15,0.77,2.88,2.49,,
May,2.96,3.82,2.64,1.90,4.77,1.00,1.64,3.41,1.36,1.39,,
June,0.51,2.00,1.87,3.24,3.68,2.25,1.16,3.02,1.51,1.44,,
July,0.97,1.70,4.28,3.30,0.41,2.69,4.07,2.68,3.42,5.19,,
August,4.39,5.73,5.13,3.74,1.32,5.05,2.90,3.78,3.07,4.75,,
September,3.34,4.48,4.50,6.45,2.89,4.66,4.62,6.45,0.34,5.40,,
October,2.26,5.13,2.68,5.40,1.69,1.89,3.87,3.74,4.86,8.45,,
November,7.33,3.52,2.99,6.92,3.13,0.97,2.79,2.70,3.96,7.13,,
December,3.19,3.18,1.75,3.23,4.19,3.38,2.15,4.64,7.70,5.73,,
Total,41.64,40.10,33.90,46.21,31.32,28.10,35.14,40.23,36.79,50.22,,
Calc annual,41.64,40.10,33.90,46.21,31.32,28.10,35.14,40.23,36.79,50.22,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,,
