"RUGBY, BENN BUILDINGS and AVON WATERWORKS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP512763,Long,-1.24921,Lat,52.382348,Elevation,285,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,,3.16,1.28,1.21,1.29,1.64,0.77,2.85,3.29,2.64,4.72,3.13,2.54,2.27,3.7,1.88,1.55,1.66,1.49,4.36,0.88,0.48,2.37,1.78,1.01,1.06,2.04,3.53,1.59,,,3.84
February,,,,,,,,,,,0.69,2.58,0.32,2.86,0.64,2.21,1.77,3.13,0.71,0.91,1.92,1.88,0.73,1.06,1.38,1.97,1.82,1.04,0.9,0.68,4.11,3.02,0.53,1.38,2.64,2.31,0.6,2.71,,,1.74
March,,,,,,,,,,,2.16,0.09,1.08,2.73,1.49,0.42,1.29,2.62,0.3,1.53,2.11,2.26,1.57,0.88,0.23,0.87,0.77,5.02,0.57,1.49,1.34,3.58,2.04,0.96,2.4,2.64,0.76,2.22,,,1.02
April,,,,,,,,,,,1.9,3.81,3.15,1.01,2,3.27,2.05,3.22,0.02,1.54,2.06,1.09,0.98,0.8,1.76,0.89,1.9,1.9,1.21,2.26,1.62,2.83,1.84,1.85,0.37,1.65,0.61,0.21,,,0.6
May,,,,,,,,,,,3.02,2.81,5.29,1.73,0.8,0.83,0.94,3.38,1.22,1.35,1.44,2.12,3.2,2.76,0.92,3.04,2.27,1.14,3.02,3.66,2.24,2.77,2.42,1.44,2.61,4.34,0.5,1.55,,,1
June,,,,,,,,,,,2.49,2.15,0.58,2.06,0.75,3.04,3.69,1.29,1.56,2.25,0.39,1.4,0.25,3.76,2.41,2.86,2.43,1.29,1.65,0.6,1.41,1.6,1.8,1.8,2.25,2.49,2.58,1.77,,,4.13
July,,,,,,,,,,,4.27,2.87,3.93,1.66,2.99,0.92,4.71,2.49,2.93,5.18,2.68,3.64,1.57,0.63,2.04,2.24,2.18,2.11,1.7,0.96,2.78,1.24,0.27,3.41,3.1,0.3,2.33,2.84,,,3.26
August,,,,,,,,,,,2.15,3.82,1.62,0.66,1.95,1.71,0.55,1.11,5.12,4.01,0.2,4.16,2.7,1.58,2.35,2.62,4.17,0.24,3.74,1.11,2.44,6.74,3.4,2.76,3.54,0.93,5.21,2.18,,,2.75
September,,,,,,,,,,,3.47,2.99,3.28,1.4,1.78,3.67,1.92,1.29,2.79,0.65,0.87,0.43,0.86,1.73,3.28,1.45,3,1.31,3.5,2.54,3.81,1.61,1.77,1.34,2.13,1.64,1.94,3.89,,,4.17
October,,,,,,,,,,,1.76,0.49,2.98,2.19,1.58,3.66,1.6,2.94,2.45,2.4,2.85,2.42,2.88,1.95,2.43,3.68,0.94,0.17,2.44,5.93,0.53,0.92,3.17,2.56,3.42,1.63,1.75,1.19,,,4.89
November,,,,,,,,,,,2.61,2.2,1.93,1.22,1.61,4.58,2.73,1.48,2.49,3.34,6.33,3.03,2.07,1.55,3.63,0.2,5,1.38,1.51,2.54,3.64,4.12,2.24,1.25,5.05,1.13,0.71,1.13,,,3.2
December,,,,,,,,,,,2.38,0.74,0.65,0.32,3.97,4.11,2.1,1.95,3.14,1.22,1.48,1.06,2.31,0.89,0.98,2.45,2.25,2.14,2.06,1.51,1.31,1.75,2.16,0.74,2.05,1.97,3.06,1.8,,,3.4
Total,,,,,,,,,,,30.06,25.83,26.02,19.13,21.2,29.19,26.2,28.19,25.37,29.1,25.46,26.03,21.39,21.29,23.29,23.82,28.39,19.23,26.66,24.16,25.71,32.55,23.42,20.5,30.62,23.07,23.58,23.08,,,34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Records notes ""omit 1958 and 1959"" so have done so.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10146,AVON W WKS ,01/01/1930,31/12/1983,SP5130376262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
