FETTERCAIRN ARNHALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NO 613 691,Long,-2.63596,Lat,56.811402,Elevation,194,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899
January,,,,,,,,4.5,4,5,2,1.3,4.5,3.2,2.5,7.1,1.5,4,,,,,,,3.92,2.2,2.95,1.65,2.67,1.01,3.2,1.6,2.3,1.26,3.48,3.33,,,,
February,,,,,,,,1.5,1.3,2.3,3.7,4.7,7.5,1,1,1.5,4,2.6,,,,,,,4.3,3.95,2.6,1.6,1.55,1.51,1.45,0.39,2.54,3.56,5.2,0.9,,,,
March,,,,,,,,3.2,2,1.5,0.5,0.5,2.4,2,1.5,2.2,3,1,,,,,,,1.6,1.58,3.7,1.3,3.4,0.9,1.87,1.88,1.37,0.85,0.9,3.1,,,,
April,,,,,,,,4.2,3,1.5,0.4,4.1,2.3,0.1,0.5,1,3.5,3,,,,,,,2.45,2.41,1.15,2.05,1.35,4.59,0.83,1.02,1.43,1.15,1.23,1.15,,,,
May,,,,,,,,3,1.8,0.6,1.9,0.3,2.6,3.1,2,1.2,0.1,2.4,,,,,,,1.45,3.86,3.48,0.95,2.21,1.52,2.6,1.02,2.35,2.15,4.35,0.35,,,,
June,,,,,,,,1.5,0.2,2.9,0.5,1.5,6,0.9,0.2,4,2.2,3.5,,,,,,,0.7,0.57,1.2,0.6,2.68,1.89,2.83,0.74,3.71,1.74,2.02,2.35,,,,
July,,,,,,,,5.1,0.3,1.2,1.6,5.2,2.2,6.1,3,2.5,1,2.7,,,,,,,5.31,0.77,4.25,1.3,4.2,1.39,3.58,3.19,2.24,2.35,3.72,4.46,,,,
August,,,,,,,,2.7,5.2,1.2,1,2.1,2.5,2.2,6.5,4,1.7,7,,,,,,,1.49,2.47,1.15,2.65,3.2,7.06,3.75,4.72,4.97,3.64,4.46,4.68,,,,
September,,,,,,,,3,5.1,5,2.5,1.7,4,5.7,2,4.5,3.5,2,,,,,,,2.65,3.93,2.32,2.8,0.9,0.36,1.59,6.63,1.68,2.54,0.17,1.12,,,,
October,,,,,,,,3.4,2.2,4.6,4.2,4.8,3.6,3,3,6.2,4.1,4,,,,,,,2.54,2.38,5,1.25,2.19,3.51,3.55,3.41,5.85,2.13,3.71,2.21,,,,
November,,,,,,,,1.5,1.5,0.5,3.4,2,5.8,2,2.5,4.5,5.7,4.5,,,,,,,2.75,2.7,2,3.6,5.62,1.16,5.44,4.38,2.94,2.95,1.98,4.78,,,,
December,,,,,,,,1.9,6.2,3.1,5,0.9,5.5,1.8,2,2.2,13,2.6,,,,,,,2.78,1.4,1.6,1.15,2.88,1.57,1.98,2.37,0.98,2.22,2.67,3.93,,,,
Total,,,,,,,,35.5,32.8,29.4,26.7,29.1,48.9,31.1,26.7,40.9,43.3,39.3,,,,,,,31.94,28.22,31.4,20.9,32.85,26.47,32.67,31.35,32.36,26.54,33.89,32.36,,,,
