"PENTLAND HILLS (CLUBBIEDEAN RES)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.10,2.50,1.70,2.10,2.10,2.90,3.40,2.50,6.00,1.10,3.50,
February,2.90,0.50,1.90,3.50,1.10,4.10,3.00,1.25,2.37,0.85,0.55,
March,2.80,2.65,1.90,1.00,1.10,2.00,1.80,3.00,1.85,0.20,2.45,
April,2.10,0.30,1.80,2.50,1.30,3.70,1.95,1.70,0.80,1.65,1.20,
May,2.40,1.50,0.80,2.00,4.30,5.40,3.10,1.60,1.50,1.70,1.20,
June,2.00,0.50,2.10,1.20,2.10,0.50,3.90,3.50,5.00,2.40,1.90,
July,3.17,2.50,4.20,3.50,4.20,1.30,2.97,2.30,2.20,2.70,3.80,
August,6.80,4.00,1.60,4.00,2.60,3.10,2.23,8.00,5.40,4.60,5.40,
September,0.98,1.10,2.00,1.80,3.30,4.70,4.00,10.70,2.60,0.40,5.70,
October,1.00,3.76,2.00,2.50,3.70,2.50,4.15,4.20,3.85,3.50,3.70,
November,1.50,1.55,1.80,3.40,1.30,1.00,4.10,2.10,3.20,4.00,4.10,
December,2.50,3.10,3.00,2.40,3.80,3.70,0.80,2.00,2.35,4.70,2.30,
Total,31.25,23.96,24.80,29.90,30.90,34.90,35.40,42.85,37.12,27.80,35.80,
Calc annual,31.25,23.96,24.80,29.90,30.90,34.90,35.40,42.85,37.12,27.80,35.80,
Difference,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,
