"PENTLAND HILLS CLUBBIEDEAN RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,5.00,1.40,1.08,0.90,2.51,2.26,1.18,0.94,1.12,4.12,,
February,1.00,0.30,2.58,2.78,7.22,0.70,1.10,1.94,1.43,1.84,,
March,2.10,3.93,1.40,0.96,2.00,4.00,2.12,3.83,1.60,2.96,,
April,1.00,0.88,1.19,1.70,1.90,1.91,1.29,1.50,2.63,3.80,,
May,2.45,2.29,2.50,2.29,4.20,0.90,0.53,1.73,2.03,4.20,,
June,3.60,1.37,3.50,3.23,3.09,2.70,4.40,4.50,1.77,1.74,,
July,3.65,3.30,1.44,3.10,2.79,5.48,5.44,2.07,1.60,4.29,,
August,5.00,6.80,5.20,3.48,4.76,5.52,1.90,3.00,3.41,0.76,,
September,2.00,6.60,1.83,1.88,0.68,0.82,5.49,2.10,2.50,4.21,,
October,2.90,3.11,4.88,3.52,3.40,4.21,5.00,1.51,4.94,2.34,,
November,6.40,2.50,1.60,2.40,2.16,3.40,1.20,2.63,5.00,3.70,,
December,2.10,6.40,1.70,3.10,2.82,3.07,4.68,4.10,3.29,1.98,,
Total,37.20,38.88,28.90,29.34,37.53,34.97,34.33,29.85,31.32,35.94,,
Calc annual,37.20,38.88,28.90,29.34,37.53,34.97,34.33,29.85,31.32,35.94,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
