PENTLAND HILLS (CLUBBIEDEAN RES),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT203670,Long,-3.275845,Lat,55.889515,Elevation,773,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,,,,5,,,,,,,,,,,6.3,2.1,4.1,6.4,2.2,4.3,4.6,6.5,5.5,3.3,3,2.7,6.1,4.4,2.7,4.3,1.6,7.6,3.6,0.09,0.95,2.88,2.95,5.1,7.6,3.7,4.65,1.35,1.85,1.25,5,1.4,1.08,0.9,2.51,2.26,1.18,0.94,1.12,4.12,4.2,1.7,1.18,4.8,2.52,0.74,3.9,1.2,3.56,3.08,3.2,1.6,1.7,2,2.26,1.22,2.82,2.2,1.8,2.23,3.1,2.5,1.7,2.1,2.1,2.9,3.4,2.5,6,1.1,3.5
February,,,,,,,,,5,2.1,,,,,,,,,,,2.7,3,1.7,2.5,2.9,2,5,2.5,4.7,4.6,4.9,3.3,3.1,1.5,1.3,1.3,4,3,1.3,2.01,2.6,4.7,2.8,2.35,2.6,3.3,1.55,1.85,1.25,2.15,1,0.3,2.58,2.78,7.22,0.7,1.1,1.94,1.43,1.84,3.33,1.1,1.1,4.8,2.78,1.7,1.49,1.5,1.38,1.6,3.9,2.7,2.55,1.62,2.42,2.3,3.8,0.98,2.5,2.22,2.9,0.5,1.9,3.5,1.1,4.1,3,1.25,2.37,0.85,0.55
March,,,,,,,,,4.3,1.8,,,,,,,,,,,3.5,4.2,4.5,1.3,5.3,1.1,3,3.2,3.1,1.4,1.3,2,4.8,2.4,1.9,1.2,4.9,1.7,0.9,2.07,2,3.73,4.15,2.1,2.3,2.2,2.75,1.9,3.6,1.4,2.1,3.93,1.4,0.96,2,4,2.12,3.83,1.6,2.96,1.68,2.5,0.98,6,1.34,3.48,2.4,2,4.05,5.33,1.5,1.8,2.5,3.8,3.7,1.1,3,1.22,0.8,2.1,2.8,2.65,1.9,1,1.1,2,1.8,3,1.85,0.2,2.45
April,,,,,,,,,1.7,2,,,,,,,,,,,0.8,2.3,2.1,2.9,1.4,0.2,2.5,3.6,4.3,1.5,0.5,5.2,2.7,0.3,2.3,1,3.9,3.6,1.3,2.16,3.85,0.55,3.05,1.5,1.35,2.4,1.55,1.1,2.05,3.05,1,0.88,1.19,1.7,1.9,1.91,1.29,1.5,2.63,3.8,2.22,1.9,1.63,1.4,2.19,2.06,1.15,1.5,1.8,3.02,4.6,1.93,0.7,2.2,1.44,1.5,3.49,1.4,0.9,2.8,2.1,0.3,1.8,2.5,1.3,3.7,1.95,1.7,0.8,1.65,1.2
May,,,,,,,,4.9,1,3,,,,,,,,,,,1.4,0.9,3.4,2.3,2.3,5.5,1.5,3.6,1.7,2.7,2.1,0.7,4.7,3.4,2,1.4,1.1,3,4.1,1.6,1.5,3,2.65,1.5,3.8,3.45,4.9,2.15,1,2.5,2.45,2.29,2.5,2.29,4.2,0.9,0.53,1.73,2.03,4.2,1.85,3.2,4.1,2.38,3.8,0.9,5.6,3.7,2.63,1.84,2.23,1.56,1.32,1.54,2.2,1.5,4.6,2.1,3,0.78,2.4,1.5,0.8,2,4.3,5.4,3.1,1.6,1.5,1.7,1.2
June,,,,,,,,2.7,4.3,2,,,,,,,,,,,4.8,2.9,3.6,4.4,1.5,0.4,1.2,1.7,0.8,2.1,3.4,2,3.7,0.9,1.5,2.7,2.9,3.1,1.8,4.36,1.9,2.05,3.65,1.8,0.8,0.5,1.45,0.45,3.65,1.4,3.6,1.37,3.5,3.23,3.09,2.7,4.4,4.5,1.77,1.74,4.1,2.23,2.26,1.39,2.73,0.8,2.22,2.43,1.3,3,1.82,3.1,5.5,1.7,1.4,2,3.9,2.2,0.6,1.6,2,0.5,2.1,1.2,2.1,0.5,3.9,3.5,5,2.4,1.9
July,,,,,,,,1.5,2.5,,,,,,,,,,,,1.9,5.6,4.2,0.3,2.1,3.7,5.1,7.5,0,1.4,1.7,3.5,3.9,3.5,2.3,3.5,1.8,5.2,0.6,9.6,4.6,3.5,4.15,4.85,6.5,1.95,3.15,2.4,6.8,5.5,3.65,3.3,1.44,3.1,2.79,5.48,5.44,2.07,1.6,4.29,3.61,1.21,3.2,4.72,1.8,1.8,1.83,3.25,4.2,3.95,4,1.4,2.2,0.43,3.88,3.5,5.1,2.1,3.6,1.1,3.17,2.5,4.2,3.5,4.2,1.3,2.97,2.3,2.2,2.7,3.8
August,,,,,,,,0.85,2.4,,,,,,,,,,,,2.9,4.2,4.6,4.5,0.7,3.9,3.7,1.9,5,1.2,1.1,3,3.2,4.6,6.8,1.8,4,10.5,6.4,3.65,0.5,7.45,1.95,2.9,1.5,2.9,0.85,2.2,2,6.35,5,6.8,5.2,3.48,4.76,5.52,1.9,3,3.41,0.76,5.6,4.3,1.7,3.32,4.64,3.6,6.4,4.1,1.47,2.4,5.2,1.39,5.5,1.45,1.68,3.94,4.74,5.18,1.8,1.6,6.8,4,1.6,4,2.6,3.1,2.23,8,5.4,4.6,5.4
September,,,,,,,,2.6,2.1,,,,,,,,,,,,1.1,5.6,1.6,4.1,3.8,0.8,3.6,2.6,4,5.2,2.3,3.5,6.9,3.3,2.8,3.6,4.3,1.7,4.4,1.65,3.55,4.05,2.75,3.5,3.45,3.55,3.4,5,0.9,1.35,2,6.6,1.83,1.88,0.68,0.82,5.49,2.1,2.5,4.21,2.3,1.6,2.1,2.32,2.04,2.22,0.7,1.39,3.8,2.9,1,2,1.8,2.5,0.5,3.08,1.5,1.14,4.6,2.5,0.98,1.1,2,1.8,3.3,4.7,4,10.7,2.6,0.4,5.7
October,,,,,,,,5,5,,,,,,,,,,,,4.4,2.3,6.1,3,10.3,7,1.3,2.7,3.1,2.1,3.1,2.8,4.5,5.51,3.7,3.5,3,3.5,3,1.85,4.55,2.3,3.15,2.9,2.3,2.7,7.4,2.1,1.65,4.4,2.9,3.11,4.88,3.52,3.4,4.21,5,1.51,4.94,2.34,4.1,1.9,1.78,7.2,0.75,2.48,6.8,11.68,1.4,5.1,3.02,3.86,5.6,2.3,1.76,2.5,5.21,3.1,3.78,2.92,1,3.76,2,2.5,3.7,2.5,4.15,4.2,3.85,3.5,3.7
