"BURY (PARSONS LANE)",,,,,,,,,,,,
Grid ref,SD805109,Long,-2.296092,Lat,53.594308,,,,,,,
Station no,2853,,,,,,,,,,,
,MISFILED,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,1.24,,,,,,,,,,,
February,4.46,,,,,,,,,,,
March,3.85,,,,,,,,,,,
April,1.67,,,,,,,,,,,
May,2.24,,,,,,,,,,,
June,0.40,,,,,,,,,,,
July,2.05,,,,,,,,,,,
August,7.02,,,,,,,,,,,
September,0.91,,,,,,,,,,,
October,4.79,,,,,,,,,,,
November,2.78,,,,,,,,,,,
December,2.21,,,,,,,,,,,
Total,33.62,,,,,,,,,,,
Calc annual,33.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
