"PEEBLES SWINTON BANK",,,,,,,,,,,,
Grid ref,NT250418,Long,-3.193777,Lat,55.663898,,,,,,,
Station no,RR1280,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,4.17,2.32,1.42,3.83,1.96,3.11,2.15,,
February,,,,4.98,2.67,2.17,1.15,1.86,2.51,2.36,,
March,,,,4.58,1.63,4.92,1.96,2.12,5.17,4.48,,
April,,,,1.54,2.86,2.31,0.47,1.70,1.66,2.62,,
May,,,,1.76,2.57,1.51,6.27,2.91,3.18,2.90,,
June,,,,0.98,2.86,1.20,1.80,3.47,1.52,1.47,,
July,,,,3.08,2.38,2.07,2.53,2.90,1.69,3.95,,
August,,,,5.04,3.77,3.08,6.92,3.24,2.03,1.96,,
September,,,,2.21,1.38,2.19,0.64,1.19,4.46,2.46,,
October,,,,9.22,0.92,2.77,6.33,7.27,1.26,5.07,,
November,,,,2.66,2.40,3.38,4.03,1.90,1.90,1.07,,
December,,,,2.27,2.50,1.45,2.03,3.17,0.77,2.49,,
Total,,,,42.49,28.26,28.47,37.96,33.69,29.26,32.98,,
Calc annual,0.00,0.00,0.00,42.49,28.26,28.47,37.96,33.69,29.26,32.98,,
Difference,NaN,NaN,NaN,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,,
