LINCHMERE-BORDEN-WOOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU831252,Long,-0.816605,Lat,51.020179,Elevation,260,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,2.95,1.15,2.24,5.55,2.65,1,2.39,0.61,3.75,4.45,1.51,1.37,2.81,6.97,1.18,7.85,1.23,2.18,1.18,3.29,1.59,3.73,6.01,0.67,5.29,2.62,1.47,4.63,6.3,5.36,4.76,5.78,2.11,3.04,,,,,,
February,,0.01,1.3,4.47,2.05,0.13,0.57,3.34,1.33,3.49,6.68,2.48,1.9,2.13,5.14,0.82,4.09,1.98,1.54,0.57,5.23,2.47,3.23,1.42,7.52,7.51,5.49,1.06,2.18,2.88,0.76,0.17,4.11,6.33,0.59,,,,,,
March,,3.17,1.37,0.28,1.89,1.98,3.86,4.86,1.22,1.01,0.84,2.53,2.65,4.35,1.63,5.91,1.59,1.25,3.79,4.67,1.63,2.19,6.57,4.14,5.91,0.99,3.78,2.12,1.57,6.12,3.32,1.81,3.2,2.19,1.83,,,,,,
April,,0.68,1.02,0.05,1.95,2.46,0.56,1.76,1.61,2.93,1.21,2.8,1.66,2.33,1.78,1.56,0.8,4.83,2.87,1.92,2.59,2.26,0.08,3.45,1.6,1.73,0.93,2,2.64,2.81,3.79,0.92,4.33,3.75,3.63,,,,,,
May,,1.96,0.93,0.95,1.87,0.48,0.64,1.36,3.36,1.31,1.47,0.75,3.18,2.92,3.45,0.6,2.66,2.94,1.83,2.26,1.47,2.63,1.21,2.65,1.43,3.99,2.07,3.5,1.54,0.7,1.44,2.17,1.18,2.31,4.56,,,,,,
June,,1.52,1.95,2.03,1.71,0.32,4.79,2.38,2.02,1.29,4.02,2.09,3.29,3.4,0.75,4.82,1.41,2.92,0.84,2.5,3.4,2.19,3.46,0.66,0.66,1.17,2.26,2.39,1.06,0.61,1.75,0.08,1.66,0.44,3.49,,,,,,
July,,2.72,3.14,3.15,5.63,4.91,0.69,1.14,0.34,2.41,1.05,3.32,1.53,3.34,1.33,0.44,0.5,1.45,2.51,3.13,3.88,1.23,2.59,2.3,3.48,4.74,0.84,3.76,4.81,1.44,5.52,0.45,4.74,0.98,4.46,,,,,,
August,,6.06,4.21,1.17,1.82,2.25,2.38,5.31,1.34,0.62,2.79,1.49,4.59,5.52,2.72,3.49,1.92,2.49,6.07,2.54,3.55,1.09,6.58,1.82,1.74,1.77,2.88,6.99,1.56,3.34,1.48,3.04,3.44,2.48,3.33,,,,,,
September,,1.14,4.16,1.74,2.14,0.66,7.98,2.4,2.31,3.81,1.3,1.91,0.92,4.06,2.3,2.42,1.39,0.52,2.23,2.62,0.28,1.59,4.34,3,1.62,2.3,2.49,2.02,5.76,1.42,2.88,1.02,2.18,2.07,4.44,,,,,,
October,,8.4,5.06,7.01,4.94,3.09,3.75,0.6,3.95,3.03,3.29,3.1,2.87,10.07,2.81,2.09,5.91,7.31,3.52,8.76,3.94,6.11,4.81,5.46,2.29,3.35,6.81,5.3,1.32,0.49,3.25,0.91,1.18,7.23,4.21,,,,,,
November,,4.1,3.4,2.99,5.68,5.76,1.33,1.58,4.09,6.08,3.17,0.86,3.84,2.39,1.58,4.89,5.29,2.95,1.34,0.83,4.6,5.08,2.24,3.73,4.62,3.9,4.77,1.31,3.72,2.22,2.18,2.74,2.49,1.88,3.27,,,,,,
December,,5.15,2.11,3.46,2.39,3.41,5.12,4.93,3.97,2.12,5.05,5.75,2.27,3.88,3.87,0.86,2.18,4.13,4.91,5.3,7,11.41,5.25,2.23,11.54,9.05,3.72,1.56,3.6,6.93,4.63,2.57,5.39,3.73,6.36,,,,,,
Total,,37.86,29.8,29.54,37.62,28.1,32.67,32.05,26.15,31.85,35.32,28.59,30.07,47.2,34.33,29.08,35.59,34,33.63,36.28,40.86,39.84,44.09,36.87,43.08,45.79,38.66,33.48,34.39,35.26,36.36,20.64,39.68,35.5,43.21,,,,,,
