"KILLINGTON RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3714,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,0.68,6.64,7.69,6.46,4.81,5.31,5.24,9.77,3.57,3.37,,
February,5.61,2.45,3.46,2.52,6.49,3.93,1.46,4.06,3.75,5.34,,
March,3.07,3.28,1.49,0.43,3.46,2.22,8.05,3.74,1.45,2.90,,
April,1.62,2.36,3.39,3.39,2.35,1.89,5.52,2.56,5.82,3.55,,
May,3.10,4.83,5.24,2.91,3.72,1.73,3.44,2.89,3.44,1.68,,
June,0.70,1.20,5.24,4.86,5.13,4.48,5.33,8.72,1.12,5.57,,
July,2.77,5.36,5.97,4.77,2.84,5.28,6.09,4.39,4.98,5.62,,
August,4.87,6.00,8.04,5.70,2.88,6.24,0.32,6.48,3.66,10.62,,
September,1.44,6.71,5.68,6.66,4.49,8.53,4.75,7.65,2.14,9.49,,
October,6.97,5.48,6.87,5.20,7.44,0.78,0.73,4.94,6.83,5.20,,
November,3.40,1.35,3.21,8.78,0.24,8.46,10.79,5.72,5.60,5.87,,
December,3.22,6.55,3.18,5.33,3.34,5.40,3.87,3.96,8.33,2.86,,
Total,37.45,52.21,59.46,57.01,47.19,54.25,55.59,64.88,50.69,62.07,,
Calc annual,37.45,52.21,59.46,57.01,47.19,54.25,55.59,64.88,50.69,62.07,,
Difference,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,,
