"OSBASTON HALL",,,,,,,,,,,,
Grid ref,SK425045,Long,-1.373425,Lat,52.636591,,,,,,,
Station no,2505/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.69,2.11,1.19,1.12,1.70,3.79,1.29,2.23,2.80,5.26,,
February,2.99,0.59,1.70,2.38,2.23,0.62,2.39,3.22,0.08,1.82,,
March,3.64,2.95,1.70,2.19,2.72,1.02,2.45,1.62,1.80,1.36,,
April,2.18,2.40,2.32,0.47,1.11,0.90,0.11,0.69,3.01,1.13,,
May,3.12,2.65,2.01,2.30,3.49,0.51,1.13,1.81,0.37,1.12,,
June,1.39,1.91,3.28,2.90,2.51,2.64,1.25,4.19,1.01,2.82,,
July,0.76,0.46,2.43,2.70,0.81,2.22,2.90,5.09,1.13,3.43,,
August,6.63,3.21,2.05,4.31,0.61,3.99,3.70,3.13,0.83,3.46,,
September,1.36,1.45,1.78,1.63,1.57,2.26,5.21,2.49,0.15,3.66,,
October,0.69,3.09,2.56,3.48,1.49,1.23,1.10,2.27,2.18,4.95,,
November,5.10,1.99,1.10,4.85,1.92,0.87,1.89,2.02,2.86,3.35,,
December,1.96,2.71,1.01,2.54,1.83,3.02,2.06,2.95,3.75,3.74,,
Total,32.51,25.52,23.13,30.87,21.99,23.07,25.48,31.71,19.97,36.10,,
Calc annual,32.51,25.52,23.13,30.87,21.99,23.07,25.48,31.71,19.97,36.10,,
Difference,-0.00,0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,,
