"FEWSTON, SWINSTY EAST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE197525,Long,-1.70119,Lat,53.968204,Elevation,460,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,5.96,3.1,1.53,1.17,4.54,2.63,3.74,1.45,4.38,6.81,1.74,2.87,2.51,5.28,5.55,2.94,1.89,2.64,3.32,1.42,5.19,1.69,2.08,1.59,4.46,1.2,5.12,4.3,1.91,5.42,2.38,4.04,3.06,4.23,4.55,5.16,4.57,2.23,2.28,3.36,3.21,2.9,7.28,1.89,5.62,1.76,2.59,1.75,2.28,1.63,4.75,4.38,4.88,5.6,2.55,4.68,4.91,4.71,4.38,4.2,3.75,3.12,7.84,1.13,1.91,2.99,4.09,0.89,2.17,2.16,4.5,1.73,2.79,3.29,5.36
February,,,,,,,1.26,0.75,2.17,2.1,1.33,0.31,4.5,5.78,6.87,1.04,1.07,3.45,3.42,1.96,5.74,1.8,1.57,3.64,3.92,2.62,2.59,2.5,2.66,1.42,3.7,3.41,2.14,1.36,2.14,4.48,5.11,0.66,3.9,2.39,2.7,0.27,3.91,6.1,1.06,5.34,2.97,1.43,3.86,0.69,0.94,2.69,0.34,5.23,0.18,4.11,2.92,6.05,1.77,3.4,2.32,4.64,1.54,2.01,1.7,4.51,3.81,4,2,1.79,6.04,3.48,0.67,2.71,2.51,2.14,1.84,2.91,5.66,0.25,2.48
March,,,,,,,3.93,1.83,7.01,2.67,3.04,2.86,2.04,1.09,3.14,2.82,4.19,4.52,1.59,1.85,1.22,2.41,1.74,4.43,2.26,3.26,2.59,3.08,4.34,4,0.67,2.32,4.32,4.56,3.34,1.12,4.91,2.94,1.31,5.03,2.89,1.81,2.58,1.48,1.38,1.32,1.78,2.66,3.44,0.49,1.94,0.32,2.58,1.92,3.2,1.06,2.38,3.4,0.45,2.79,2.32,3.99,3.02,0.83,0.38,1.49,1.56,5.9,1.67,1.23,1.33,3.62,1.99,0.91,1.91,1.79,1.2,2.18,1.7,1.33,2.42
April,,,,,,,2.41,0.82,3.61,4.12,1.51,2.64,2.32,0.75,3.35,2.35,1.85,2.38,2.73,3.26,1.83,3.05,2.09,1.7,2.08,2.8,0.84,2.2,2.99,2.91,2.9,1.48,0.76,3.54,1.09,1.33,2.09,1.94,0.79,1.64,4.53,1.27,3.32,2.38,1.86,3.79,1.34,2.8,0.85,1.48,3.02,4.23,2.74,1.44,3.35,1.89,1.85,2.77,0.26,1.99,2.84,2.68,1.4,1.8,3.77,2.41,1.48,3.76,2.5,2.56,3.21,1.4,1.66,2.73,0.29,0.94,2.83,0.2,0.69,3.99,1.49
May,,,,,,,4.96,2.16,1.05,2.6,3.15,1.99,3.44,2.24,1.56,0.49,0.55,0.98,2.74,3.65,1.8,1.84,3.29,3.91,3.07,0.88,2.63,4.06,3.27,1.83,2,1.17,2.5,3.04,1.37,1.92,2.81,2.31,3.8,1.39,4.08,2.17,1.11,3.47,4.7,4.66,2.51,1.55,2.29,1.39,1.19,3.44,5.11,3.59,1.57,1.39,2.02,2.8,3.04,0.97,1.38,1.72,2.81,2.64,1.3,2.67,2.85,3.51,0.94,1.86,2.19,5.68,1.82,1.79,3.13,3.13,0.91,1.18,3.57,1.12,1.01
June,,,,,,,1.36,0.1,2.57,0.17,3.24,1.19,4.63,2.28,3.61,3.05,5.44,4.71,2.16,1.64,3.75,1.49,1.98,2.06,1.92,1.69,1.1,4.86,1.12,3.18,4.11,2.94,6.13,1.35,3.27,0.38,1.79,2.34,0.79,1.21,1.77,0.06,1.64,0.6,2.19,0.03,4.17,3.1,5.95,0.67,1.79,6.24,0.78,2.27,1.57,3.05,4.19,3.06,3.03,2.26,0.44,0.19,1.17,2.64,2.53,3.42,2.23,3.42,2.97,0.81,0.96,0.92,2.03,1.46,1.59,2.02,1.91,1.72,3.34,1.36,0.88
July,,,,,,,2.66,1.11,5.93,2.23,2.16,3.84,1.66,2.97,4.4,5.49,2.59,0.81,1.73,1.78,2.91,1.98,2.37,4.7,3.34,1.04,2.22,2.71,4.33,4.19,2.66,0.55,5.23,0.78,3.65,4.08,2.22,1.51,5.65,2.53,6.14,1.47,5.1,3.44,4.57,0.86,2.22,4.19,1,3.11,4.18,4.26,4.05,2.27,1.72,0.98,3.7,2.1,3.14,5.51,4.59,2.35,2.39,1.95,3.73,2.85,4.49,2.16,1.39,2.52,3.27,2.1,1.38,2.79,1.39,1.09,5.48,4.39,3.27,2.15,4.95
August,,,,,,,2,2.82,3.22,5.16,4.87,4.24,4.73,2.91,3.35,2.67,1.59,3.92,3.4,1.51,6.18,1.65,4.24,5.17,3.72,4,2.89,2.31,2.5,3.48,4.95,2.16,6.63,1.72,1.52,2.9,2.02,5.86,2.26,2.14,1.68,4.09,5.23,3.96,3.08,3.18,3.67,8.04,3.95,2.19,3.39,3.98,1.11,0.33,1.38,2.5,2.13,1.04,4.82,2.2,0.77,3.92,3.15,3.7,3.12,3.57,4.8,0.31,4.02,2.41,5.95,5.33,3.56,4.15,6.07,1.14,6.47,4.74,2.61,0.62,2.93
September,,,,,,,2.03,4.19,0.71,1.75,2.24,2.12,1.99,1.94,0.77,1.98,5.03,3.35,1.05,4.25,0.91,1.15,1.54,4.55,1.36,2.37,0.6,0.83,3.56,2.01,0.22,3.31,1.73,1.41,1.76,0.47,1.89,1.5,7.48,1.33,1.11,1.26,3.5,3.45,3.39,2.42,1.44,3.7,0.44,0.43,3.05,4.95,2.96,1.85,2.2,6.1,3,1.39,3.36,1.54,2.55,0.54,2.14,4.29,5.61,1.83,6.57,1.83,2.56,1.26,4.44,3.68,4.11,2.85,2.35,1.4,4.36,4.11,4.24,0.16,3.51
October,,,,,,,4.69,2.24,0.74,6.43,1.48,4.13,8.24,2.81,5.7,4.73,3.87,1.8,5.83,3.42,4.44,2.35,3.96,8.69,1.07,2.2,5.35,7.63,1.95,2.72,3.59,3.12,3.49,2.47,2.64,1.36,6.24,4.68,2.39,3.42,3.01,1.96,0.89,4.01,3.47,3.72,4.3,3.34,5.09,3.11,2.94,1.12,4.36,3.7,3.04,5.83,2.41,2.5,5.95,3.13,3.64,4.8,2.92,2.19,3.28,5.12,1.71,1.46,1.61,3.77,2.03,1.11,3.75,2.07,4.46,2.37,1.47,3.04,1.84,3.1,6.07
November,,,,,,,2.33,3.37,8.17,1.37,4.21,3.51,2.34,2.82,1.59,4.89,1.74,2.44,4.36,1.15,4.98,5.23,2.63,2.23,3.92,5.08,4.21,2.51,2.29,1.42,4.11,3.99,2.31,3.35,5.1,2.61,3.95,3.29,1.61,2.48,2.03,2.98,1.49,4.08,2.61,2.4,6.28,3.32,4.6,4.63,3.69,4.97,2.5,3.41,2.09,6.11,3.59,1.93,3.94,5.24,4.92,3.1,1.71,2.83,6.42,0.44,6.63,3.57,1.33,5.03,4.71,7.95,2.11,2.97,5.41,2.5,1.01,2.04,0.85,4.78,6.15
December,,,,,,,4.8,2.36,2.09,2.5,1.4,5.87,1.71,4.28,3.39,4.89,4.72,3.7,4.25,3.92,3.99,4.79,3.26,1.84,2.11,0.85,2.82,4.39,1.76,5.07,3.98,5.67,3.48,2.11,7.44,7.16,2.34,1.93,5.97,5.06,3.82,4.03,3.87,3.63,3.37,4.07,1.34,3.01,2.28,6.5,2.84,1.34,1.3,0.75,6.21,2.78,3.41,2.94,5.37,2.61,3.38,1.13,2.89,2.02,4.11,2.04,3.17,3.3,3.21,5.19,2.25,4.09,2.39,1.32,3.66,4.52,3.31,3.11,5.11,6.25,4.22
Total,,,,,,,38.39,24.85,38.8,32.27,33.17,35.33,41.34,31.32,42.11,41.21,34.38,34.93,35.77,33.67,43.3,30.68,30.56,45.56,32.09,28.21,33.03,38.77,32.85,33.82,37.35,31.32,43.84,29.99,35.23,33.23,37.75,33,39.01,32.85,38.31,26.53,37.21,38.83,33.96,35.15,35.23,40.04,41.03,26.58,34.59,39.3,30.42,28.51,28.79,37.43,36.35,34.36,40.01,37.24,31.7,33.74,30.05,31.61,40.33,34.55,43.05,36.34,32.04,29.56,38.29,42.35,29.56,26.64,34.94,25.2,35.29,31.35,35.67,28.4,41.47
