"INCHLAGGAN",,,,,,,,,,,,
Grid ref,NH178017,Long,-5.007047,Lat,57.070177,,,,,,,
Station no,5709/7,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,7.62,,
February,,,,,,,,,,4.18,,
March,,,,,,,,,5.51,0.86,,
April,,,,,,,,,3.11,3.37,,
May,,,,,,,,,4.10,3.78,,
June,,,,,,,,,4.11,0.90,,
July,,,,,,,,,2.70,3.83,,
August,,,,,,,,,4.48,3.97,,
September,,,,,,,,,6.87,2.82,,
October,,,,,,,,,2.10,10.53,,
November,,,,,,,,,6.52,5.93,,
December,,,,,,,,,8.60,5.36,,
Total,,,,,,,,,,53.15,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.10,53.15,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
