"BROCKWELL PARK, LAMBETH",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,1.97,2.04,2.30,1.43,3.26,,,,,,,
February,0.50,0.19,2.01,3.46,0.57,,,,,,,
March,1.22,1.04,1.58,2.53,0.54,,,,,,,
April,2.37,1.11,2.90,1.39,3.44,,,,,,,
May,0.69,2.16,0.88,2.16,2.77,,,,,,,
June,1.63,0.20,1.48,0.50,2.39,,,,,,,
July,3.30,0.05,4.24,3.10,3.47,,,,,,,
August,1.97,0.50,2.67,2.84,3.18,,,,,,,
September,3.97,2.29,1.92,1.33,3.15,,,,,,,
October,0.71,1.02,1.23,5.91,4.23,,,,,,,
November,0.92,2.49,1.31,2.02,3.31,,,,,,,
December,2.00,1.21,3.33,1.84,2.82,,,,,,,
Total,21.25,14.30,25.85,28.51,33.13,,,,,,,
Calc annual,21.25,14.30,25.85,28.51,33.13,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,-0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,
