"LAMBETH, BROCKWELL PARK",,,,,,,,,,,,
Grid ref,TQ315741,Long,-0.108949,Lat,51.450623,,,,,,,
Station no,2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.75,1.75,0.95,1.14,2.34,3.91,1.48,1.77,2.03,1.64,,
February,6.06,0.78,1.27,2.07,1.60,0.42,2.53,2.54,0.07,1.54,,
March,2.77,2.83,0.44,2.05,1.08,1.16,0.71,1.27,1.68,1.76,,
April,2.48,1.06,2.04,0.32,0.30,1.36,0.29,1.35,1.87,0.69,,
May,2.22,1.29,1.51,2.39,5.15,0.44,1.01,2.29,0.80,2.01,,
June,1.11,1.16,1.47,3.50,2.15,2.45,0.76,4.23,0.81,1.30,,
July,1.77,0.62,3.93,2.89,0.70,4.91,2.59,2.13,1.12,2.89,,
August,3.06,3.28,1.23,3.69,0.95,3.17,2.12,3.21,1.84,2.96,,
September,3.01,2.90,2.24,2.24,2.96,2.04,2.27,3.92,0.05,4.01,,
October,0.90,2.65,3.33,2.20,3.07,1.46,1.69,2.49,2.19,5.05,,
November,4.95,3.46,1.05,3.82,0.54,0.42,2.12,1.78,2.88,3.66,,
December,1.94,2.30,0.41,1.50,2.07,2.44,1.94,2.66,3.29,2.45,,
Total,33.02,24.08,19.87,27.81,22.91,24.18,19.51,29.64,18.63,29.96,,
Calc annual,33.02,24.08,19.87,27.81,22.91,24.18,19.51,29.64,18.63,29.96,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,,
