"THEYDON BOIS, FERNSIDE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1265,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,,2.38,
February,,,,,,,,,,,0.56,
March,,,,,,,,,,,1.77,
April,,,,,,,,,,,1.81,
May,,,,,,,,,,,2.68,
June,,,,,,,,,,,3.32,
July,,,,,,,,,,,2.03,
August,,,,,,,,,,,2.96,
September,,,,,,,,,,,3.00,
October,,,,,,,,,,,1.21,
November,,,,,,,,,,,2.78,
December,,,,,,,,,,,2.49,
Total,,,,,,,,,,,26.99,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.99,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,
