FORT AUGUSTUS (ST BENEDICT'S),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NH381091,Long,-4.677424,Lat,57.144163,Elevation,68,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,7.49,3.25,4.52,5.87,4.26,3.23,10.87,5.8,6.56,3.24,8.43,1.55,5.32,1.12,6.8,5.16,7.45,4.55,5.65,10.18,5.81,5.32,10.44,4.23,5.28,6.18,7.23,3.02,2.47,3.05,3.98,4.31,12.19,3.43,3.41,3.12,,8.39,3.16,8.23,3.25,6,7.52,8.18,12.08,1.09,9.73,5.2,9.87,5.43,8.2,3.7,2.3,5.68,9.17,3.65,0.74,0.49,3.61,4.55,8.33,4.34,5.39,3.61,3.66,,,,5.82,3.2,4.56,2.98,4,,,,
February,,,,,4.4,6.97,1.46,5.45,1.53,4.08,0.66,3.99,1.96,5.53,11.91,0.86,4.34,4.2,6.9,2.12,1.72,1.44,0.88,10.5,3.04,5.65,4.71,5.66,5.22,1.84,4.37,6.81,2.81,5.61,4.12,3.31,7.03,1.2,7.43,0.49,,1.13,6.2,3.54,1.59,6,3.8,1.57,9.65,0.57,0.57,5.4,0.31,3.12,1.3,8,1.8,3.43,5.32,7.14,1.34,4.19,2.4,6.56,3.32,6.35,4.11,0.04,4.68,,,,2.52,3.75,2.64,3.71,2.76,,,,
March,,,,,2.76,2.7,2.13,1.76,2.91,2.86,5.91,3.19,1.46,2.23,6.64,4.8,6.01,4.11,3.32,3.1,0.78,3.15,4.23,9.94,2.31,4.55,4.33,5.11,5.05,0.77,2.72,3.13,4.02,6.77,2.19,1.63,1.81,3.2,0.81,2.98,,6.71,3.64,0.9,0.4,3.5,6.78,2.18,2.6,0.76,2.1,0.6,2.39,1.19,4.8,3,2.1,1.1,7.66,4.16,2.83,1.66,0.92,5.07,2.09,4.73,1.97,1.73,,,,,2.57,1.96,2.46,1.21,2.4,,,,
April,,,,,0.82,1.2,2.92,1.54,2.04,2.3,2.19,0.76,1.38,1.61,0.51,2.69,2.26,2.54,2.67,3.87,3.72,2.36,1.7,1.67,7,1.58,2.54,2.19,1.42,1.9,6.15,3.01,4.09,2.76,3.47,4.52,3.35,1.57,0.71,,,0.93,1.94,2.19,1.71,5.21,2.11,4.66,1.36,1.98,1.4,2.9,3.66,2.7,5.7,2,1.7,0.36,1.13,2.39,2.78,2.25,1.37,5.08,2.71,1.12,1.53,8.65,,,,,1.82,3.3,1.7,1.69,2.6,,,,
May,,,,,3.33,3.5,3.11,0.99,2.83,0.92,1.79,2.39,3.19,1.23,2.48,1.25,0.89,2.86,2.2,2.05,1.79,1.72,3.1,2.79,3.73,2.62,2.66,2.56,2.36,3.15,3.52,1.94,1.78,2.57,4.21,0.81,3.37,1.08,2.16,,3.2,2.69,4.72,3.69,3.86,5.15,2.02,1.56,1.64,2.48,2.5,4.5,3.45,1.1,3.4,0.8,1.3,1.25,2.79,0.95,1.36,1.82,2.18,3.24,4.4,3.83,1.47,2.11,,,,,1.87,4.2,4.34,3.11,3.82,,,,
June,,,,,1.26,1.51,1.05,1.59,1.17,0.78,3.87,1.88,2.36,1.26,1.95,4.11,2.8,2.71,1.76,1.33,2.1,2.72,1.33,2.85,2.54,0.92,0.57,4.01,2.91,0.75,1.27,1.94,3.76,3.72,1.46,0.68,3,3.03,1.82,2.72,1.53,0.33,1.76,2.1,2.43,1.34,1.87,2.93,3.44,2.4,2.9,2.9,0.35,1.6,1.8,3.4,1.3,1.47,4.57,1.74,1.18,0.84,2.19,4.79,4.57,3.59,3.47,3.69,,,,,2.4,2.9,2.21,1.46,2.1,,,,
July,,,,,3.24,1.11,3.15,4.35,3.81,1.41,4.74,4.11,2.9,3.08,3.77,3.45,2.09,2.51,1.66,2.61,4.51,2.52,1.81,4.02,1.43,2.75,3.44,2.02,2.01,3.91,3.12,1.76,2.45,1.39,1.42,3.01,3.76,1.83,4.25,,3.55,2.9,3.24,2.83,4.08,2.17,2.62,2.28,3.36,2.93,2.2,4.7,4.48,2.44,3.7,1.2,4.3,2.76,4.71,5.45,7.03,3.22,2.23,2.9,2.2,1.31,5.51,2.79,,,,,2.58,3.29,2.32,0.19,4.1,,,,
August,,,,,2.15,1.69,1.86,2.23,3.43,6.26,3.16,5.13,4.84,3.29,5.47,5.06,2.61,3.49,3.74,0.49,4.16,3.33,2.66,5.86,3.96,3.52,3.8,4.36,4.27,2.4,3.23,3.99,3.39,1.21,3.03,3,2.3,4.47,3.44,,3.57,2.87,2.8,5.23,3.95,2.52,3.85,4.93,3.78,4.05,5.4,2.4,3,3.45,2.4,3.9,2.6,3.09,3.12,1.09,2.06,5.02,4.84,3.79,2.54,1.75,2.66,0.02,,,,,4.86,3.56,3.01,0.5,5.41,,,,
September,,,,,3.21,6.52,4.28,3.76,1.34,1.75,3.43,6.83,6.85,5.05,0.41,3.53,4.28,5.16,4.38,6.44,3.59,1.78,2.31,3.23,3.76,3.4,2.36,1.38,5.59,1.69,0.82,2.58,2.25,1.98,2.19,2.71,1.92,5.02,5.47,,2.58,2.69,1.57,3.98,6.19,2.35,5.94,5.76,4.18,2.67,3.9,1.2,3.42,0.92,4,6.4,2.9,3.62,3.61,1.37,1.89,1.74,6.04,3.2,3.21,4.14,5.45,6.14,,,,,4.01,4.29,4.41,5.07,5.14,,,,
October,,,,,5.63,3.78,2.57,3.04,5.59,2.22,6.78,3.29,4.87,7.54,1.7,4.16,6.25,2.9,4.62,4.52,4.59,3.98,3.58,7.25,2.22,3.23,6.89,2.14,0.91,7.8,1.76,2.21,4.85,3.31,0.79,1.66,10.56,7.15,7.09,,0.92,5.81,2.71,7.31,3,2.3,4.47,5.68,6.79,7.3,7.5,4.7,6.39,6.37,6.4,9.2,6.1,1.61,9.55,1.34,4.81,4.72,7.56,8,5.38,2.84,0.29,2.4,,,,,5.86,1.9,8.74,4.64,4.98,,,,
