"LICHFIELD MAPLE HAYES",,,,,,,,,,,,
Grid ref,SK096095,Long,-1.859430,Lat,52.683112,,,,,,,
Station no,RR2997,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.36,1.67,2.10,2.02,2.15,1.03,3.14,1.20,0.71,0.82,,
February,4.00,1.20,1.30,1.02,3.42,0.72,2.06,1.27,0.92,0.65,,
March,0.52,1.66,1.57,3.95,1.34,2.44,1.45,1.20,3.05,2.54,,
April,1.00,1.65,1.89,1.22,1.33,1.77,1.11,0.92,2.54,1.37,,
May,1.65,0.94,2.08,3.17,1.29,0.23,2.29,3.66,2.63,1.39,,
June,2.53,1.26,2.46,1.14,0.94,1.82,1.79,2.05,2.05,2.14,,
July,3.31,4.22,1.27,1.87,2.25,2.36,1.14,2.68,2.00,3.90,,
August,3.61,1.78,3.50,4.35,2.75,3.80,0.94,2.53,2.45,0.93,,
September,0.89,0.61,2.07,3.30,1.18,1.07,1.35,0.79,1.88,2.06,,
October,1.73,2.06,2.42,5.14,1.14,1.22,4.25,3.63,1.79,2.03,,
November,3.19,1.35,1.80,2.11,0.86,2.71,2.45,1.88,1.87,0.78,,
December,3.54,3.46,1.76,1.58,1.26,0.70,2.08,2.93,1.60,4.02,,
Total,29.33,21.86,24.22,30.87,19.91,19.87,24.05,24.74,23.52,22.63,,
Calc annual,29.33,21.86,24.22,30.87,19.91,19.87,24.05,24.74,23.49,22.63,,
Difference,0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,0.03,-0.00,,
