DRYFESDALE LOCKERBIE SCHOOL,,,,,,,,,,
Grid ref,NY135821,Long,-3.3580135,Lat,55.125698,Elevation,296,ft,,
Station no,RR7325,,,,,,,,,
,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859
January,,,,,5.6,0.6,,,,
February,,,,,2.8,1.2,,,,
March,,,,,2.6,2.7,,,,
April,,,,,0.4,1.1,,,,
May,,,,,3.1,1.15,,,,
June,,,,,5.1,3.4,,,,
July,,,,,3.2,4.3,,,,
August,,,,,6,5,,,,
September,,,,,2.3,0.9,,,,
October,,,,,4.5,5.6,,,,
November,,,,,3,3.7,,,,
December,,,,,4.8,1.8,,,,
Total,,,,,43.4,31.45,,,,
