COWBRIDGE-TAIR-ONEN-NURSERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST038742,Long,-3.386038,Lat,51.458574,Elevation,421,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4056/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,4.98,4.29,7.03,3.7,3.38,5.4,6.84,3.9,,,4.69,7.43,1.86,1.46,5.58,4.76,1.45,3.55,3.98,5.49,5.12,4.14,5.7,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,6.68,1.37,2.83,3.26,4.38,0.35,1.45,1.82,5.92,,,2.46,2.41,6.8,3.99,1.48,2.8,5.6,2.57,0.48,4.41,4.67,0.7,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,3.19,0.63,1.07,3.3,4.87,3.79,1.31,,2.09,1.36,,1.57,2.14,2.14,5.72,3.71,1.94,4.76,1.5,1.86,5.89,0.75,3.23,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,4.24,0.15,4.08,2.4,1.51,1.82,1.46,3.08,1.65,2.32,2.76,2.68,3.21,3.2,4.3,3.42,4.12,1.32,3.2,1.34,0.2,0.63,3.49,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,2.35,2.65,0.98,2.1,2.53,4.68,3.83,2.26,,4.73,1.34,5.58,5.09,1.71,2.35,4.34,3.35,2.08,4.7,1.58,1.04,5.34,1.32,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,1.26,1.91,2.21,0.82,1.69,0.34,3.03,3.58,,5.5,,3.51,0.84,1.61,0.84,2.71,2.96,5.02,7.06,3.29,1.76,3.45,2.27,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,3.28,3.75,8.36,2.2,3.4,3.29,3.16,3.25,3.8,2.88,,3.4,1.28,6.14,1.51,1.33,6.77,5.42,0.69,4.87,4.91,4.7,4.45,6.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,0.85,3.54,4.06,0.4,7.26,4.49,5.17,3.99,2.82,10,,8.95,3.11,9.71,6.22,5.78,6.45,6.01,0.7,7.99,4.67,5.05,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,3.17,2.98,1.36,2.99,0.8,4.46,5.65,5.16,2.94,5.25,,4.98,3.88,6.25,4.21,3.78,6.15,8.38,4.37,5.36,6.63,8.33,0.71,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,3.32,6.31,3.43,6.64,4.36,4.28,2.96,5.97,5.55,1.12,,6.66,8.26,5.15,2.73,6.17,3.32,7.24,1.56,2.56,4.75,6.15,6.51,8.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,5.86,2.53,7.17,11.96,,2.85,1.32,2.36,8.8,0.88,7.45,4.52,3.1,5.29,6.8,7.63,4.25,3.81,9.55,3.54,1.53,3.76,4.39,5.37,9.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,3.54,3.1,3.78,3.59,2.77,3.87,5.08,3.45,4.34,7.14,4.74,5.14,3.88,5.97,4.18,3.29,5.28,1.84,5.2,6.97,5.2,2.22,4.43,10.63,8.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,38.95,38.53,50.96,,40.9,39.3,40.67,,,,,54.2,43.34,55.15,48.37,47.01,44.96,64.13,40.84,41.55,45.36,52.03,46.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
