FINCHAM-DOWNHAM-MARKET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TF686062,Long,0.4895851,Lat,52.627374,Elevation,50,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889
January,,1.4,2.92,1.86,1,0.32,2.37,3.06,1.1,0.7,2.94,0.72,1.22,1.93,0.84,2.35,2.12,2.2,1.36,1.6,1.54,0.85,2.56,1.74,1.33,2.37,1.89,3.47,2.1,1.06,0.22,,,,,,,,,
February,,0.92,1.57,0.77,0.97,1.05,1.24,0.7,0.9,1.08,1.36,1.25,0.52,0.3,0.76,2.15,2.84,1.38,1.76,2.02,0.81,2.04,1.42,1.63,0.87,1.32,3.17,3.17,1.36,2.35,1.72,,,,,,,,,
March,,4.2,0.71,0.11,0.9,1.86,0.26,1.46,0.78,1.32,2.54,1.66,2.74,1.25,2.1,2.18,1.38,1.16,1.46,2.5,1.23,1.25,1.83,2.05,0.85,0.63,2.89,2.38,0.57,0.68,0.77,,,,,,,,,
April,,2.15,0.68,2.09,0.55,0.08,1.61,1.9,0.88,2.48,1.12,1.14,1.34,1.03,0.66,0.35,1.34,1.74,1.6,1.47,1.02,3.41,2.44,1.32,0.79,0.9,3.03,2.47,1.23,2.48,2.67,,,,,,,,,
May,,0.61,2.02,1.21,3.28,1.47,2.24,0.92,2.46,1.14,4.18,1.54,2.36,1.08,2.18,1.85,1.66,3.01,0.62,3.14,0.81,1.11,1.98,2.57,1.03,1.28,1.54,1.63,4.55,2.87,0.84,,,,,,,,,
June,,2.5,3.45,2.54,1.94,1.6,1.98,1.64,1.18,2.12,4.58,2.73,1.47,2.9,1.72,0.85,2.1,1.02,1.33,1.34,1.36,3.56,2.4,1.6,1.85,5.01,2.81,2.21,2.68,4.71,2.76,,,,,,,,,
July,,5.3,1.52,3.9,2.64,2.82,2.1,1.13,2.86,2.45,1.56,3.82,0.76,2.04,0.54,5.03,2.48,3.11,0.12,0.39,2.26,3.09,3.43,2.46,0.93,7.17,2.63,2.74,1.86,4.64,5.97,,,,,,,,,
August,,2.33,5.5,1.45,2.13,2.8,2.44,3.18,2.43,3.58,3.48,1,2.44,2.34,0.68,4.75,2.66,1.31,2.03,2.8,1.46,0.18,4.62,2.63,1.46,1.18,1.99,3.75,4.97,4.23,2.59,,,,,,,,,
September,,1.4,6.38,2.25,0.64,0.55,2.5,2.08,1.28,2.72,2.32,1.6,2.82,2.56,1.71,0.38,3.44,2.53,2.6,3.52,0.98,3.54,2.23,2.28,2.47,2.28,3.68,1.73,1.44,3.36,3.55,,,,,,,,,
October,,3.18,3.03,2.44,2.2,3.96,2.26,3.07,2.3,2.14,1.8,0.48,1.94,1.48,1,6.03,0.95,2.07,3.47,2.01,3.46,1.2,3.32,2.31,2.12,2.6,1.12,1.29,2.28,1,5.02,,,,,,,,,
November,,2.18,4.91,2.16,2.13,2.25,2.6,1.36,1.75,1.42,1.78,3.3,1.25,2.44,1.97,1.1,2.26,0.94,1.34,1.98,1.64,1.58,3.71,0.96,2.38,4.99,2.23,2.86,5.69,1.84,2.16,,,,,,,,,
December,,0.46,2.65,0.58,2.64,0.95,2.04,0.18,1.5,1.68,2.46,1.42,1.62,0.8,0.32,0.73,2.28,2.72,4.74,3.85,3.93,1.33,3.72,0.72,2.02,1.58,3.61,2.19,1.73,0.84,2.61,,,,,,,,,
Total,,26.63,35.34,21.36,21.02,19.71,23.64,20.68,19.42,22.83,30.12,20.66,20.48,20.15,14.48,27.75,25.51,23.19,22.43,26.62,20.5,23.14,33.66,22.27,18.1,31.31,30.59,29.89,30.46,30.06,30.88,,,,,,,,,
