ANTRIM MANSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IJ150865,Long,-6.21387,Lat,54.71379,Elevation,150,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899
January,,,,,1.56,3.1,4.28,3.25,2.56,2.5,2.22,3.18,4.18,3.73,2.79,,1.19,6.41,,,0.8,,,4.12,4.25,2.04,3.76,1.69,1.36,2.9,3,1.7,3.47,2.86,3.54,2.31,1.78,1.97,,
February,,,,,0.79,2.9,2.25,2.24,2.25,3.36,1.74,2.64,3.14,0.54,0.75,,4.2,3.19,,,0.99,,,2.71,2.43,3.24,2.43,1.21,0.57,2.21,0.98,0.33,1.19,2.97,2.98,1.15,2.43,2.28,,
March,,,,,3.53,2.05,2.73,1.28,3.5,1.33,0.91,1.63,3.27,1.87,0.65,,2.64,2.91,,,1.25,,,1.12,3.21,1.89,2.51,1.03,2.5,2,2.12,1.75,0.54,1.07,2.31,3.41,3.26,4.22,,
April,,,,,2.45,0.52,1.49,3.01,1.62,2.55,0.86,3.9,3.83,0.8,2.45,,1.92,3.35,,,3.01,,,1.45,0.87,1.9,1.2,1.73,1.42,2.48,1.66,2.28,0.94,0.63,1.11,1.59,1.39,2.09,,
May,,,,,1.37,3.52,1.34,2.93,1.73,1.85,2.38,1.03,2.15,1.92,1.54,,0.43,3.15,,,0.46,,,2.01,3.12,1.46,2.98,1.49,3.02,2.27,1.79,2.9,4.3,0.92,2.15,0.17,0.65,2.14,,
June,,,,,3.67,0.73,2.12,1.19,0.59,0.36,1.69,1.94,3.7,1.67,1.58,,2.19,2.43,,,2.21,,,1.37,1.42,0.53,1.08,0.34,3.04,2.68,3.32,1.91,3.25,1.5,2.77,2.46,3.28,4.85,,
July,,,,,1.92,2.34,2.05,5.8,0.57,1.97,2.6,6.29,1.61,6.58,3.9,,2.16,3.9,,,4.21,,,2.51,2.39,2.14,2.8,2.57,4.63,,1.69,2.27,1.92,2.84,3.68,3.75,5.93,2.07,,
August,,,,,2.03,3.35,4.1,1.97,4.1,1.62,2.87,1.78,4.05,5.41,2.46,,2.62,2.72,,,0.79,,,4.54,2.58,1.8,1.61,2.06,2.9,5.63,3.66,5.45,4.75,4.98,1.43,4.57,2.5,5.13,,
September,,,,,3.69,0.46,3.73,1.4,1.12,3.02,2.36,3.14,4.47,1.92,2.02,,2.32,2.19,,,4.46,,,3.73,4.88,4.61,2.9,3.86,1.49,2.14,2.67,2.57,1.92,2.41,0.28,0.53,4.2,1.88,,
October,,,,,3.01,4.56,1.79,4.94,1.92,1.33,7.6,2.57,4.98,3.93,3.26,,4.16,3.66,,,1.37,,,3.1,3.22,2.58,3.29,1.61,1.34,3.66,2.94,5.37,3.48,4.36,5.51,4.28,2.35,2.35,,
November,,,,,3.82,3.71,4.02,1.73,2.66,4.13,0.75,2.52,2.74,2.65,4.13,,2.84,4.48,,,2.71,,,3.14,2.8,2,3.69,2.32,4.25,1.99,7.01,3.3,2.98,2.27,2.01,2.8,0.98,,,
December,,,,,1.9,2.17,3.12,1.98,3.89,2.64,2.56,2.11,4.48,1.04,3.9,,7.27,3.09,,,2.23,,,1.85,2.94,1.09,4.36,1.76,3.08,2.66,1.42,3.72,2.4,2.71,1.76,3.27,3.95,11.74,,
Total,,,,,29.74,29.41,33.02,31.72,26.51,26.66,28.54,32.73,42.6,32.06,29.43,,33.94,41.48,,,24.49,,,31.65,34.11,25.28,32.61,21.67,29.6,30.62,32.26,33.55,31.14,29.52,29.53,30.29,32.7,40.72,,
