LONG ASHTON (SCHOOL HOUSE),,,,,,,,,,,,
Grid ref,ST547706,Long,-2.653031,Lat,51.432580,,,,,,,
Station no,1992/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.44,3.57,1.16,2.95,3.93,4.45,3.24,3.04,4.24,,,
February,4.39,0.82,1.95,3.85,2.14,0.37,3.67,4.29,0.37,,,
March,4.29,3.29,0.94,3.47,1.26,0.91,3.13,1.25,2.80,,,
April,3.98,2.09,4.20,0.86,1.41,1.73,0.11,1.32,3.09,,,
May,3.07,3.96,2.12,2.19,4.04,0.53,1.78,3.76,1.98,,,
June,0.68,3.42,2.97,4.70,2.76,2.60,1.90,3.75,1.89,,,
July,1.43,0.73,4.68,4.43,0.17,4.49,4.48,2.26,1.99,,,
August,5.08,6.85,5.58,3.58,0.34,8.13,3.11,3.16,1.38,,,
September,2.90,3.61,3.68,6.18,1.43,3.19,4.71,5.63,0.21,,,
October,0.54,5.03,2.70,4.37,1.35,1.62,3.70,3.48,3.59,,,
November,7.10,4.80,2.04,6.75,3.92,1.15,2.47,2.70,4.38,,,
December,2.48,2.68,1.19,2.98,3.97,4.22,2.70,3.85,7.19,,,
Total,40.38,40.85,33.21,46.31,26.72,33.39,35.00,38.49,33.11,,,
Calc annual,40.38,40.85,33.21,46.31,26.72,33.39,35.00,38.49,33.11,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,,
