"LINCOLN (SWALLOWBECK)(BRANT ROAD)",,,,,,,,,,,,
Grid ref,SK963666,Long,-0.560246,Lat,53.187785,,,,,,,
Station no,2556,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.03,1.38,0.86,0.88,1.90,3.56,1.06,2.17,2.69,4.60,,
February,3.02,0.37,1.61,2.53,2.69,0.74,2.24,3.44,0.30,1.85,,
March,3.20,2.52,1.00,1.65,2.51,0.80,1.36,2.02,2.13,1.48,,
April,1.28,1.05,1.91,0.16,0.97,1.18,0.16,0.38,1.57,1.18,,
May,3.34,1.80,2.51,3.07,2.89,0.44,1.60,2.09,0.85,0.72,,
June,0.88,2.13,1.70,2.45,2.90,3.73,1.81,4.09,0.62,0.91,,
July,1.10,0.30,2.03,1.60,0.60,2.60,2.62,4.77,1.32,4.06,,
August,5.27,1.71,2.05,3.42,0.18,5.39,2.44,2.32,0.61,5.69,,
September,0.77,1.91,1.24,2.20,1.09,1.57,3.94,1.88,0.05,2.44,,
October,1.64,2.54,1.98,3.03,0.88,1.06,0.99,1.33,1.97,4.85,,
November,4.81,2.04,1.41,4.31,1.25,1.52,2.32,0.84,2.02,3.12,,
December,1.36,1.69,1.00,2.90,1.31,1.29,1.46,2.96,3.43,3.00,,
Total,28.70,19.44,19.30,28.20,19.17,23.88,22.00,28.29,17.56,33.90,,
Calc annual,28.70,19.44,19.30,28.20,19.17,23.88,22.00,28.29,17.56,33.90,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,,
