"RATHFRYLAND, BALLYNAGAPPOGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IJ2360033200,Long,-6.105019,Lat,54.232891,Elevation,300,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,1.2,0.7,1.7,5.11,4.2,2.6,4.35,3.15,1.35,3.05,3.2,0.86,2.35,2.74,4.43,2.14,1.67,3.2,1.73,2.98,2.93,3.45,2.3,4.93,3.22,1.92,3.59,1.01,2.43,2.64,1.86,0.88,3.11,5.08,1.01,,1.59,1.58,2.44,3.61
February,3.55,4.4,1.9,5.9,4,5,2.2,1.15,0.7,1.3,1.44,0.2,1.24,2.3,2.59,0.35,1.65,1.27,2.32,3.14,2.3,1.47,2.82,2.75,3.53,1.52,2.08,1.57,1.45,1.16,4.91,2.06,3.02,1.1,4.15,,2.16,1.53,3.47,0.96
March,1.75,3.6,3.8,1.9,3.4,2,3.35,0.85,4.1,3,3.6,0.85,0.45,1.27,1.08,3.1,3.78,4.85,0.86,1.74,0.75,1.95,1.43,5.6,2.43,3.73,1.69,2.59,4.55,3.45,1.15,1.32,3.53,2.87,3.59,,2.31,2.32,1.3,2.45
April,4.6,1.2,3.8,2.3,2.3,4.3,1.3,0.9,1.75,5.1,1.1,2.84,0.9,1.15,2.61,2.6,1.09,2.78,4.03,4.02,1.94,2.35,2.87,1.05,2,2.97,1.81,3.11,2.41,2.91,2.28,2.39,1.77,3.17,1.55,,2.56,1.62,0.99,1.52
May,0.48,1.5,3.5,1.55,1.85,2.2,4.85,1.2,2.95,5.05,1.9,1.48,3.1,0.93,2.86,0.32,0.37,1.55,3.85,4.03,3.3,1.9,3.72,2.22,2.03,1.12,3.23,3.39,2.14,1.48,1.78,1.69,0.97,3.02,1.59,,6.92,3.14,2,1.45
June,3.2,2.8,2.8,1,0.95,0.55,1.2,0.75,3.5,0.05,2.15,3.51,1.85,1.4,2.99,1.4,2.6,4.7,3.38,2.42,3.25,2.32,2.91,1.45,2.9,2.58,1.37,4.97,1.75,1.86,2.96,1.9,4,2.46,1.15,,2.14,1.6,0.79,2.62
July,5,1.5,3.5,3.3,2.7,1.6,3.35,2.75,5.7,2.75,1.21,2.25,1.7,2.7,4.44,5.87,6.52,1.48,0.6,3.48,2.49,1.31,3.43,5.2,3.89,1.55,1.99,2.18,2.19,3.13,3.57,2.55,3.36,1.17,2.39,,3.56,2.69,2.58,0.4
August,0.8,3.8,3.4,2.7,1.35,1.65,1.7,1.9,2.3,5.67,3.3,6.3,5.15,3.82,2.67,6.36,1.9,4.82,3.65,1.11,5.06,2.9,2.68,3.86,4.86,6.69,2.99,2.55,3,1.65,4.3,1.44,5.09,0.64,2.18,,2.01,5.28,3.37,2.19
September,3.1,1.6,4.2,6.55,2.45,4.6,1.85,2.45,0.7,1.65,2.45,1.5,2.1,1.85,0.34,0.44,5.02,2.15,2.91,2.78,1.71,3.74,3.23,3.96,2.69,1.55,0.58,1.02,4.46,2.15,0.59,1.03,0.64,5.62,1.15,,0.66,1.75,3.59,2.33
October,2.35,3.7,3.7,3.25,1.5,3.25,5.5,1.15,1.25,4.05,1.95,6.6,5.24,1.55,6.25,3.32,2.25,2,4.28,1.58,4.42,2.71,1.97,4.85,1.1,1.64,5.61,5.73,1.88,4.52,1.18,3.81,2.44,4.38,1.61,,6.14,3.44,3.27,1.99
November,3.1,6.3,5.6,2.95,3.5,2.8,3.25,3.25,7.2,1.8,6.7,5.25,2.85,2.05,3.53,4.02,1.25,3.11,3.07,2.98,5.44,3.94,4.51,2.21,1.12,3.69,2.53,2.63,2.44,0.84,1.75,3.85,1.94,2.66,3.74,,3.32,2.24,3.51,1.74
December,1.8,2.8,3.5,1.9,3.2,0.6,4.55,2.14,3.4,2.3,2.05,5.1,1.31,3.74,3.7,3.53,4.15,3.52,2.24,4.3,3.64,2.93,3.53,4.14,2.02,2.52,2.58,2.2,2.65,2.82,4.18,7.14,3.41,2.42,7.75,,3.28,1.51,3.71,6.09
Total,30.93,33.9,41.4,38.41,31.4,31.15,37.45,21.64,34.9,35.77,31.05,36.74,28.24,25.5,37.49,33.45,32.25,35.43,32.92,34.56,37.23,30.97,35.4,42.22,31.79,31.48,30.05,32.95,31.35,28.61,30.51,30.06,33.28,34.59,31.86,,36.65,28.7,31.02,27.35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915 all estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
