CLEVEDON GAS WORKS,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2045,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,3.22,2.83,1.90,4.58,2.65,4.81,3.16,5.11,0.94,4.29,
February,,0.14,3.53,5.83,0.34,3.86,1.73,2.81,2.18,0.57,0.31,
March,,2.09,3.35,1.33,1.62,0.28,0.31,2.40,2.72,0.56,1.83,
April,,0.71,2.79,2.26,2.48,1.69,2.65,1.11,0.97,0.76,2.23,
May,,2.21,0.89,1.71,4.57,4.21,1.95,1.30,0.70,2.20,0.97,
June,,0.17,1.28,0.61,2.59,0.00,1.64,2.78,2.56,1.90,0.67,
July,,0.59,4.12,2.33,5.41,3.91,1.84,4.25,2.68,1.42,2.41,
August,,3.75,4.33,4.11,5.82,3.71,2.93,3.54,2.77,3.90,3.64,
September,,4.43,2.28,3.29,4.58,3.69,1.57,5.30,0.95,0.46,2.77,
October,,1.72,1.28,4.74,5.26,3.96,4.08,2.43,5.13,6.32,2.71,
November,,2.14,1.63,2.88,3.11,1.58,5.90,2.81,3.14,8.32,3.21,
December,,2.21,4.73,2.99,4.71,3.82,0.29,2.67,2.85,5.84,2.56,
Total,,23.38,33.04,33.98,45.07,33.36,29.70,34.56,31.76,33.19,27.60,
Calc annual,0.00,23.38,33.04,33.98,45.07,33.36,29.70,34.56,31.76,33.19,27.60,
Difference,NaN,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,
