"TREORCHY PUMPING STATION",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,4077/9,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,20.77,2.91,11.96,
February,,,,,,,,,14.63,2.31,0.83,
March,,,,,,,,,9.89,1.13,3.50,
April,,,,,,,,,2.00,0.63,4.33,
May,,,,,,,,,0.62,7.04,2.55,
June,,,,,,,,,8.80,4.78,2.51,
July,,,,,,,,,3.02,5.57,6.57,
August,,,,,,,,,9.24,5.06,7.60,
September,,,,,,,,,14.25,1.60,6.58,
October,,,,,,,,,18.72,10.65,10.16,
November,,,,,,,,,12.45,19.79,7.88,
December,,,,,,,,,11.98,15.40,7.47,
Total,,,,,,,,,126.37,76.87,71.94,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,126.37,76.87,71.94,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,
