WISHAW (CORONATION STREET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS810552,Long,-3.89869,Lat,55.775439,Elevation,510,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,3.43,6.86,0.75,4.36,2.15,5.61,3.14,3.66,1.49,3.11,2.83,5.26,3.68,2.11,0.85,3.88,3.06,3.37,2.8,3.29,2.83,5.74,3.47,1.6,3.39,3.52,1.31,3.65,2.34,1.8,4.22,2.96,1.24,2.71
February,,,,,,,,1.68,2.92,1.54,0.18,2.39,0.14,2.59,0.29,3,2.04,3.71,1,3.36,1.17,2.67,1.06,2.81,1.03,4.61,2.16,0.81,2.94,3.81,3.47,2.31,1.09,1.25,2,1.63,1.45,2.53,2.2,1.27,2.88
March,,,,,,,,2.28,2.39,0.56,1.78,0.83,2.1,1.28,2.47,1.83,1.8,1.24,2.21,2.99,3.33,2.68,1.37,2.13,0.73,2.24,2.04,2.8,2.26,1.11,2.7,2.21,1.46,0.65,1.79,1.38,2.07,2.53,1.28,1.31,1.72
April,,,,,,,,1.99,1,1.59,0.92,2.02,2.16,1.6,3.61,2.71,1.2,1.24,0.31,1.31,2.44,1.14,1.43,1.78,1.86,1.46,0.97,4.45,2.52,2.19,3.17,2.4,1.78,2.06,1.2,0.81,0.75,1.62,1.4,2.03,2.46
May,,,,,,,,1.79,2.05,2.41,1.88,2.35,2.8,2.13,2.23,0.67,1.09,1.3,3.83,0.69,1.54,4.84,1.75,3.75,1.58,3.23,1.1,3.16,1.23,1.58,1.38,1.77,1.7,1.5,3.04,2.69,1.26,2.03,2.66,0.97,2.01
June,,,,,,,,3.72,3.46,2.18,2.33,4.71,1.31,2.32,2.24,3.99,1.25,2.08,3.69,2.02,0.79,0.64,1.12,3.01,2.48,3.43,2.34,3.12,4.94,1.22,2.08,2.16,2.19,1.27,2.05,1.25,2.99,1.92,3.11,2.71,1.66
July,,,,,,,,2.8,1.87,3.29,2.72,4.14,2.48,4.86,3.12,1.76,4.47,3.7,3.09,3.09,5.45,3.27,2.84,2.23,2.53,3.27,3.59,2.99,2.3,1.35,4.52,2.99,2.89,4.3,2.91,1.35,5.13,3.93,5.05,3.94,2.7
August,,,,,,,,6.67,3.85,4.92,4.71,2.31,0.95,1.76,2.8,1.94,2.42,4.08,2.3,1.19,1.63,3.56,3.27,4.06,4.27,1.84,2.79,0.03,5.62,2.34,4,4.81,3.89,2.47,5.08,1.54,4.52,3.82,4.18,0.8,2.64
September,,,,,,,,5.76,2.97,0.84,3.58,0.9,3.5,1.17,2.76,4.45,3.7,1.7,2.95,1.98,3.7,0.63,3.91,1.85,4.32,5.83,6.61,3.14,4.88,1.16,8.32,2.56,1.97,2.48,5.38,2.82,4,2.62,4.1,0.84,1.9
October,,,,,,,,3.54,4.73,3.51,3.79,2.85,4.72,2.37,4.65,7.03,2.84,3.67,7.3,1.62,2.68,2.69,3.56,5.1,4.1,3.72,0.55,1.4,3.39,4.81,2.44,1.04,2.67,2,7.84,2.3,2.34,3.16,2.49,3.59,2.86
November,,,,,,,,2.65,2.84,5.26,4.33,5.28,2.36,1.29,0.96,3.78,3.17,0.66,5.45,5.76,4.03,2.04,0.46,1.87,6.52,0.35,3.89,5.09,3.15,3.12,3.03,4.86,2.62,5.55,4.78,1.47,1.06,1.48,1.49,4.94,3.52
December,,,,,,,,0.99,2.72,6.07,2.01,2.37,6.32,0.47,3.2,1.66,4.22,2.03,2.18,1.42,3.39,1.53,2.77,1.21,3.31,2.46,2.53,2.3,4.26,5.99,1.89,4.27,2.75,3.5,4.26,5.33,4.06,2.91,4.45,3.55,4.01
Total,,,,,,,,37.3,37.66,32.92,32.59,32.3,34.45,24.98,31.99,34.31,31.31,28.24,39.57,29.11,32.26,26.54,27.42,32.86,36.1,35.24,31.86,32.12,43.23,32.15,38.6,34.77,28.53,28.34,43.98,24.91,31.43,32.77,35.37,27.19,31.07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midas,13593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyd Stn,656292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
