"ALLOA W.W. GARTMORN RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5458,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.25,4.82,3.70,2.25,3.35,4.30,4.65,3.05,6.60,1.50,3.80,
February,3.85,0.48,2.40,3.65,0.73,3.45,5.00,2.50,4.00,1.55,0.60,
March,2.40,3.60,1.60,1.25,0.55,0.85,1.80,2.70,3.70,0.50,2.20,
April,1.85,0.75,1.80,3.65,2.15,5.20,1.50,1.50,0.90,1.48,0.80,
May,2.98,2.05,2.50,1.45,4.95,5.00,2.65,2.40,1.65,2.45,1.30,
June,1.80,0.15,1.40,1.00,1.92,0.80,2.35,4.20,4.10,1.80,2.75,
July,3.80,2.95,3.30,2.00,4.10,1.85,3.45,4.80,1.85,3.20,3.25,
August,5.23,5.25,2.10,6.50,3.50,5.10,2.00,6.60,4.80,5.00,6.05,
September,2.07,2.75,1.20,3.50,3.80,3.05,3.05,4.50,3.05,1.30,3.90,
October,1.48,3.85,2.30,3.50,3.20,3.05,4.05,5.45,4.60,5.80,3.35,
November,3.69,2.40,2.30,,2.75,1.20,4.80,2.35,5.10,5.05,4.05,
December,4.20,4.55,2.50,,5.00,2.45,0.90,1.50,4.35,5.40,3.45,
Total,37.60,33.60,27.10,34.05,36.00,36.30,36.20,41.55,44.70,35.03,35.50,
Calc annual,37.60,33.60,27.10,28.75,36.00,36.30,36.20,41.55,44.70,35.03,35.50,
Difference,0.00,0.00,0.00,5.30,0.00,-0.00,0.00,-0.00,-0.00,0.00,0.00,
