"YORK DUNNINGTON HALL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3385,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.50,2.28,2.67,1.74,2.38,1.52,2.58,2.07,5.07,2.26,3.03,
February,0.91,0.16,2.39,3.86,1.30,3.51,1.59,1.49,1.52,0.80,0.63,
March,1.86,1.01,2.03,1.59,1.20,1.04,0.78,1.39,2.26,0.27,2.17,
April,3.67,1.36,1.86,1.49,1.79,2.44,1.15,2.15,1.01,1.10,2.39,
May,2.32,1.40,1.05,2.63,3.58,3.05,2.51,1.38,1.23,1.40,1.01,
June,1.23,0.36,1.18,0.71,2.03,0.03,4.21,2.82,4.21,1.56,2.19,
July,5.78,1.21,5.11,4.03,3.43,1.19,3.67,3.05,0.67,2.13,4.42,
August,1.95,3.60,4.04,2.97,2.98,2.39,2.86,4.46,4.51,2.44,3.81,
September,1.32,0.77,1.82,3.16,2.26,2.98,1.07,5.27,0.38,0.57,3.58,
October,2.15,1.99,0.94,2.01,2.89,2.60,2.81,2.07,3.81,2.95,2.00,
November,1.22,1.82,1.51,2.52,1.89,2.37,3.66,2.39,3.02,3.99,3.24,
December,2.30,2.01,2.33,3.07,2.37,2.50,0.81,2.65,1.71,5.37,2.17,
Total,27.21,17.97,26.93,29.78,28.10,25.62,27.70,31.19,29.40,24.84,30.64,
Calc annual,27.21,17.97,26.93,29.78,28.10,25.62,27.70,31.19,29.40,24.84,30.64,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
