"WEST ATTERBURY (CROSS HILL)",,,,,,,,,,,,
Grid ref,SP468355,Long,-1.319471,Lat,52.015959,,,,,,,
Station no,1064,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.57,1.40,0.90,2.56,3.20,0.76,4.03,0.92,1.33,1.14,,
February,5.11,1.49,1.37,1.12,4.50,0.70,1.94,1.30,0.86,0.53,,
March,0.51,2.16,1.62,3.27,1.46,3.10,1.27,1.09,2.97,2.86,,
April,0.68,2.51,1.61,2.01,0.99,2.21,0.78,2.39,3.79,2.12,,
May,1.47,1.26,2.06,4.51,2.52,0.69,2.15,3.43,1.71,2.04,,
June,1.89,1.54,2.41,4.32,0.64,2.94,3.46,2.90,2.18,4.66,,
July,1.89,3.35,1.14,4.92,2.97,1.21,0.83,2.27,1.71,3.09,,
August,3.97,2.10,2.33,3.35,1.66,4.31,0.87,2.25,3.65,2.63,,
September,0.46,1.56,1.98,2.29,1.97,1.05,1.06,0.83,1.17,3.07,,
October,2.28,1.05,2.18,6.44,0.62,1.00,4.83,5.37,1.07,3.83,,
November,2.03,0.87,2.17,1.70,1.44,3.51,3.59,1.75,0.90,0.59,,
December,3.70,4.00,1.80,1.50,1.63,1.01,1.78,3.53,2.26,3.70,,
Total,27.56,23.29,21.57,37.99,23.60,22.49,26.59,28.03,23.60,30.26,,
Calc annual,27.56,23.29,21.57,37.99,23.60,22.49,26.59,28.03,23.60,30.26,,
Difference,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
