HAWKEDON RECTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL799538,Long,0.628235,Lat,52.15317,Elevation,303,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,0.65,1.96,1.87,0.95,1.59,1.56,2.45,1.39,1.98,0.99,2,2.81,0.51,0.76,1.99,2.12,1.34,3.6,1.2,0.92,1.22,1.81,1.65,3.16,2.73,2.08,2.82,1.62,2.11,2.08,2.64,2.48,1.97,3.39,1.66,2.59,1,2.23,1.52,3.52,1.85,1.85,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,1.49,1.09,0.09,2.47,3.22,1.5,0.27,0.99,2.07,0.74,1.22,2.43,0.83,1.23,0.47,2.95,1.44,2.51,1.33,1.85,0.5,1.97,1.26,1.38,0.77,2.09,2.69,4.4,0.73,0.86,2.9,0.74,0.14,1.68,2.85,1.19,2.9,2.35,3.05,1.32,0.55,0.72,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,1.19,3.01,1.63,1.56,0.54,0.88,1.89,3.1,2.67,2.07,0.94,1.26,1.72,1.38,2.22,1.86,2.13,2.19,1.08,2.14,2.45,1.04,2.67,3.31,1.94,4.09,1.71,3.32,2.12,0.84,2.57,1.58,0.87,2.21,1.39,0.51,1.31,0.24,2.02,1.97,0.03,1.36,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,2.53,0.82,1.01,1.88,0.12,1.31,1.45,0.87,1.87,1.43,2.27,1.34,2.12,1.06,2.15,1,1.87,1.2,3.35,2.89,1.51,2.16,1.35,0.39,2.01,0.98,1.04,1.81,1.68,3.66,3.4,3.91,1.76,2.84,1.33,2.64,2.75,3.24,2.49,1.48,1.7,2.93,4.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,4.29,2.21,2.77,1.68,0.96,2.67,0.74,0.51,1.37,2.41,2.01,0.95,0.66,3.51,3.3,1.57,2.04,1.39,2.98,1.18,1.31,3,1.57,1.33,1.81,1.24,1.87,1.61,0.91,2.27,0.4,1.03,1.11,1.12,1.4,4.5,2.11,1.67,0.49,1.94,1.29,3.03,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,1.5,1.97,1.24,2.86,1.36,2.5,0.55,2.4,2.09,3.2,1.4,2.78,2.43,2.75,3.79,1.5,2.91,3.91,2.14,0.85,2.94,2.31,3.4,1.87,2.85,1.27,1.52,2.57,2.22,0.81,1.22,1.37,0.29,1.14,0.67,1.48,0.58,2.76,3.42,2.28,1.18,0.81,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,2.43,5.09,3.55,3.23,2.78,2.52,4.56,1.44,0.6,1.4,2.45,1.54,1.17,1.52,3.87,1.9,0.87,0.85,1.77,4.32,3.71,3.6,0.51,2.2,2.18,2.06,4.17,1.48,2.77,5.44,3.16,3.61,0.4,3.75,1.62,3.41,1.09,3.3,3.9,2.63,1.87,4.54,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,2.76,2.28,3.83,2.46,2.65,2.78,3.92,2.76,2.67,1.58,1.28,3.54,1.24,4.93,3.57,2.64,2.82,1.5,2.63,2.64,2.49,2.74,1.59,6.98,1.26,1.02,4.12,4.04,5.29,1.42,2.65,1.61,1.76,2.06,2.73,2.44,3.17,1.61,2.69,1.84,1.32,2.64,4.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,3.06,0.64,1.45,3.48,0.98,0.98,0.6,4.48,2.92,0.22,2.68,0.45,1.23,0.69,2.87,1.06,1.83,1.77,0.71,1.09,2.23,1.2,1.47,2.64,1.39,1.24,1.79,2.01,1.43,4.69,0.97,2.32,1.45,3.12,3.04,3.19,3.33,1.38,5,0.81,0.98,4.47,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,3.85,1.51,4.26,5.41,2.64,2.34,2.37,3.28,0.77,2.22,1.94,2.31,2.53,1.88,5.53,1.03,1.36,4.31,2.76,1.4,4.29,1.52,2.85,2.24,3.29,1.93,1.27,3.18,3.55,2.76,1.34,0.55,1.3,0.64,4.26,4.1,2.79,3.02,2.1,3.23,2.89,1.12,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
