ALDERSHOT-WW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU864493,Long,-0.763798,Lat,51.236351,Elevation,251,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,751/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,2.91,2.31,3.53,1.62,2.4,2.33,4.21,1.81,3.57,1.43,4.12,1.97,2.9,2.21,2.51,0.76,5.07,6.02,2.97,5.28,3.07,2.61,3.5,5.94,1.71,2.39,2.35,2.48,5.58,1,0.65,3.87,2.37,0.88,1.44,2.88,4.35,1.86,2.88,2.69,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,1.08,0.28,2.34,4.42,0.47,4.06,1.66,4.65,1.88,0.55,0.89,1.88,0.17,4.52,0.08,3.08,2.29,4.75,0.55,1.45,2.69,2.77,0.74,1.59,0.82,2.28,2.87,1.48,1.41,1.16,5.02,6,0.63,1.64,2.67,1.67,0.25,3.95,2.43,0.16,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,1.86,1.01,2.17,2.45,1.16,0.52,0.27,2.98,1.99,0.04,0.85,0.29,1.57,3.6,2.67,0.3,1.81,4.31,0.18,1.1,2.97,3.66,1.73,0.45,0.19,0.65,1.26,5.06,0.91,1.4,1.13,4.4,2.85,0.36,2.61,0.99,0.58,1.41,1.81,2.97,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,3.54,0.95,2.93,2.55,2.71,2.26,2.73,1.86,2.21,0.62,1.95,4.11,2.17,1.57,1.9,3.52,1.88,2.32,0.06,2.33,2.08,1.32,1.65,1.29,1.04,1.56,1.8,2.25,2.16,2.44,3.08,2.88,2.09,2.26,0.31,0.32,1.12,0.32,0.96,2.55,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,0.79,1.4,0.95,2.25,2.08,3.54,1.29,1.05,1.6,1.71,1.9,3.49,5.06,3.69,0.76,1.14,1.11,3.65,1.28,1.37,1.17,2.14,3.1,2.61,0.62,1.49,3.03,1.56,3.23,2.2,1.55,3.03,2.67,2.21,3.02,3.69,0.25,1.24,2.16,1.06,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,1.47,0.1,1.16,0.31,3.06,0.03,2.52,3.3,2.22,1.47,0.29,3.36,1.45,1.71,1.35,3.53,3.78,1.68,0.61,1.61,0.83,1.85,0.26,1.12,2.48,2.31,2.57,2.23,1.94,0.61,1.06,1.05,2.02,1.43,2.44,2.5,2.07,1.03,3.42,0.78,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,5.14,0.31,3.93,1.17,4.63,3.29,1.03,2.95,2.02,1.68,2.04,3.83,2.24,1.59,1.23,1.56,4.39,0.53,1.46,2.76,2.7,2.67,1.88,1.62,1.82,5.13,2.32,1.49,1.13,0.68,4.93,2.57,0.69,3.07,2.95,1.57,3.45,3.82,1.21,2.98,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,1.45,2.75,2.37,1.75,2.39,3.05,1.09,3.12,2.08,1.45,3.39,4.42,1.58,0.48,2,3.15,0.83,0.91,1.48,1.74,0.13,5.25,2.7,1.81,1.43,1.27,4.64,0.35,3.79,1.32,4.45,4.54,2.74,1.99,3.34,1.13,3.38,2.33,4.09,1.96,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,1.8,1.22,1.42,1.41,5.17,2.71,0.99,5.07,1.45,0.14,3.46,1.9,2.61,4.57,1.4,3.9,2.41,2.32,1.02,1.4,1.75,0.14,1.17,1.81,2.45,2.29,4.72,1.32,1.74,1.36,3.4,2.31,3.6,2.42,2.21,1.99,3.85,2.99,4.48,0.11,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,2.01,0.65,0.94,5.63,3.59,3.32,2.64,1.45,5,3.24,1.64,0.49,4.59,2,1.37,3.85,1.73,2.7,3.02,4.63,3.87,1.06,3.31,3.02,4.55,3.67,1.09,0.55,1.94,6.64,0.58,0.76,3.78,3.62,2.62,4.38,1.91,1.89,2.95,2.44,7.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,1.21,1.68,1.53,0.93,2.73,1.62,5.5,3.55,2.35,6.85,5.49,3.49,1.38,0.66,2.29,6.02,3.15,2.28,3.87,5.38,7.65,3.04,2.01,1.64,4.38,0.23,5.42,1.25,1.61,3.06,5.79,8.22,3.3,1.61,5.27,2.55,0.8,3.12,2.71,3.18,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,2.27,1.38,4.35,2.47,4.25,3.4,0.19,4.28,2.44,7.18,2.4,0.5,0.62,0.59,6.4,2.71,3.07,4.27,3.65,1.33,1.45,1.72,3.58,1.63,2.42,3.67,3.13,2.52,3.65,1.24,2.14,2.66,2.64,0.8,2.59,2.99,4.31,2.26,2.65,4.92,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,25.53,14.04,27.62,26.96,34.64,30.13,24.12,36.07,28.81,26.36,28.42,29.73,26.34,27.19,23.96,33.52,31.52,35.74,20.15,30.38,30.36,28.23,25.63,24.53,23.91,26.94,35.2,22.54,29.09,23.11,33.78,42.29,29.38,22.29,31.47,26.66,26.32,26.22,31.75,25.8,37.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
