"YEOVIL, RECKLEFORD SCHOOL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2059,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,4.38,1.31,5.78,
February,,,,,,,,,2.05,0.96,0.69,
March,,,,,,,,,1.81,0.27,1.53,
April,,,,,,,,,1.01,0.84,3.49,
May,,,,,,,,,1.48,2.25,1.37,
June,,,,,,,,,3.54,2.26,0.12,
July,,,,,,,,,1.80,1.54,1.52,
August,,,,,,,,,2.50,1.48,3.05,
September,,,,,,,,,1.15,0.44,3.35,
October,,,,,,,,,5.61,4.82,1.89,
November,,,,,,,,,3.58,9.29,4.66,
December,,,,,,,,,2.59,7.68,3.16,
Total,,,,,,,,,31.50,33.14,30.61,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.50,33.14,30.61,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,
