EDENBRIDGE-HEVER-CASTLE (HD GARDENERS HOUSE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ490447,Long,0.13044456,Lat,51.182119,Elevation,200,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,4.16,1.28,3.96,2.11,3.44,2.06,2.81,0.98,5.35,6.64,3.57,4.99,2.48,3.04,3.19,5.97,2.4,2.31,2,3.03,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,1.93,0.45,1.04,2.41,0.52,2.45,0.07,4.62,2.11,5.25,1.04,1.35,2.3,3.22,0.89,2.13,1.14,2.23,2.81,1.82,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,2.04,0,1.26,0.33,1.59,3.67,2.8,0.37,1.12,3.85,0.49,1.25,2.97,3.25,2.61,0.35,0.03,1.58,1.46,5.51,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,1.78,1.27,1.37,4.26,2.49,0.64,2.71,3.43,2.22,2.71,0.34,2.15,1.67,1.63,2,1.29,1.56,1.26,2.7,1.96,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,1.21,2.39,2.24,2.28,3.1,2.93,0.61,1.82,0.37,2.67,2.64,1.27,2.61,2.36,3.78,3.6,0.41,3.05,1.7,1.66,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,2.23,1.43,1.1,1.31,1.45,1.52,1.6,2.77,2.64,2.45,0.51,0.81,0.15,1.72,0.12,1.52,1.25,1.55,2.01,2.61,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,1.9,1.19,1.87,2.53,2.2,1.73,1.87,1.06,3.88,1.55,1.56,1.92,4.01,2.14,2.06,2.37,1.43,5.26,1.37,1.79,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,2.94,2.62,2.76,4.82,0.72,0.86,1.36,3.74,1.13,3,3.07,2.11,0.08,4.17,2.49,1.93,2.99,1.86,4.74,0.23,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,0.75,0,3.78,2.17,2.03,3.21,1.53,4.43,2.15,1.89,2.26,0.84,1.49,0.56,2.09,1.66,2.89,1.65,2.98,1.51,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,6,4.75,1.48,0.58,6.31,1.82,2.39,4.36,1.89,2.73,3.33,7.79,4.06,1.36,3.64,3.16,4.79,3.53,1.29,0.54,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
