"GLASGOW (RUCHILL PARK)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5180,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.56,6.79,4.00,3.51,4.26,4.22,4.67,4.61,7.91,1.24,4.21,
February,4.58,1.26,3.03,3.92,0.75,2.95,4.30,2.49,4.09,1.53,0.14,
March,4.01,5.58,1.32,1.37,0.74,2.32,2.70,2.86,3.19,0.82,2.46,
April,2.23,0.75,1.83,3.68,2.23,4.16,2.38,2.49,1.07,0.90,1.05,
May,4.15,1.34,3.35,2.31,4.22,5.90,3.29,2.36,2.18,2.20,1.15,
June,1.73,0.92,1.93,0.99,2.00,0.44,1.99,4.06,5.09,2.58,2.73,
July,3.34,2.99,2.59,4.13,3.46,1.93,3.12,4.65,2.17,2.59,3.58,
August,4.63,5.79,2.95,5.35,4.00,3.09,3.33,6.18,2.99,5.98,5.88,
September,3.03,2.21,2.19,5.30,3.77,2.86,3.22,5.21,2.91,1.15,4.42,
October,1.51,4.78,1.84,4.95,2.91,2.92,5.28,4.78,5.56,4.74,5.21,
November,3.73,3.19,2.10,3.28,2.74,0.68,5.67,3.47,4.39,5.82,4.32,
December,3.18,5.46,3.43,3.33,5.35,3.17,1.77,0.94,3.72,7.68,3.51,
Total,40.68,41.06,30.56,42.12,36.43,34.64,41.72,44.10,45.27,37.23,38.66,
Calc annual,40.68,41.06,30.56,42.12,36.43,34.64,41.72,44.10,45.27,37.23,38.66,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
