"DONCASTER FIRSBY",,,,,,,,,,,,
Grid ref,SK494960,Long,-1.257478,Lat,53.458443,,,,,,,
Station no,3137,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.90,1.33,0.71,1.97,1.86,0.40,2.91,0.75,0.95,0.87,,
February,4.00,1.14,1.44,1.29,4.24,0.91,2.34,1.14,1.75,0.59,,
March,0.68,1.49,1.39,2.65,2.17,2.06,1.14,0.99,2.98,3.71,,
April,0.98,1.24,2.33,1.69,1.24,2.03,0.67,2.25,2.34,1.30,,
May,1.36,1.05,2.80,3.16,1.91,0.61,1.39,3.67,2.75,2.04,,
June,2.95,1.16,1.89,1.76,0.45,2.56,2.07,3.84,1.41,3.31,,
July,1.82,3.40,1.48,1.91,2.58,1.71,1.44,2.20,2.13,4.08,,
August,4.61,1.19,3.17,2.97,4.12,3.09,1.23,1.80,2.03,2.53,,
September,0.73,0.89,1.21,2.86,1.12,1.11,0.92,0.35,1.35,2.25,,
October,2.47,1.84,2.92,5.50,0.42,1.29,4.84,6.29,0.90,2.44,,
November,2.18,3.22,2.21,1.12,1.12,3.49,2.81,1.98,1.16,0.31,,
December,3.39,5.89,2.01,0.95,1.47,0.50,2.32,2.09,1.78,5.01,,
Total,28.07,23.84,23.56,27.83,22.70,19.76,24.08,27.35,21.53,28.44,,
Calc annual,28.07,23.84,23.56,27.83,22.70,19.76,24.08,27.35,21.53,28.44,,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
