"CONISBOROUGH (FIRSBY RESERVOIR)",,,,,,,,,,,,
Grid ref,SK495958,Long,-1.256003,Lat,53.456636,,,,,,,
Station no,3137,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.93,1.77,0.44,1.62,1.95,3.80,0.98,1.97,2.47,4.35,,
February,3.02,0.34,1.60,2.34,2.63,1.39,2.01,3.34,0.04,2.34,,
March,2.79,1.67,0.66,1.38,2.57,0.74,1.01,1.95,1.07,1.73,,
April,1.00,0.94,1.89,0.31,0.45,2.73,0.16,0.45,2.95,0.70,,
May,4.79,1.70,1.94,2.92,2.46,0.32,0.76,2.42,0.86,1.11,,
June,1.03,1.65,1.13,1.54,2.97,3.05,1.88,4.55,1.18,0.82,,
July,1.40,1.71,2.35,1.96,0.58,3.69,3.60,5.58,1.02,2.44,,
August,4.21,1.09,2.08,6.56,0.37,5.56,4.07,2.06,0.55,3.22,,
September,1.48,2.17,1.24,1.36,0.81,2.66,3.91,1.70,0.00,3.81,,
October,1.06,3.47,1.65,3.07,1.59,1.17,0.86,1.57,1.56,5.98,,
November,5.75,1.47,1.20,4.66,1.86,0.63,2.72,0.54,3.65,3.35,,
December,1.33,1.48,1.08,2.55,1.96,2.65,2.17,3.27,3.00,2.10,,
Total,29.79,19.46,17.26,30.27,20.20,28.39,24.13,29.40,18.35,31.95,,
Calc annual,29.79,19.46,17.26,30.27,20.20,28.39,24.13,29.40,18.35,31.95,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,,
