"BOTLEY BOTLEY HILL",,,,,,,,,,,,
Grid ref,SU516129,Long,-1.267395,Lat,50.913267,,,,,,,
Station no,695,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.33,1.46,1.23,2.18,4.43,1.01,7.12,0.96,1.90,1.01,,
February,5.11,1.56,1.84,1.70,3.74,0.64,3.34,1.44,1.37,0.36,,
March,1.24,2.11,2.23,3.04,1.49,4.66,1.32,0.75,3.23,3.72,,
April,1.45,2.54,1.70,2.82,1.52,1.53,0.85,4.24,2.38,1.43,,
May,1.26,1.32,2.95,3.10,3.80,0.59,1.93,2.40,2.16,1.63,,
June,2.51,1.95,3.62,3.02,1.34,4.69,1.46,2.12,0.73,4.84,,
July,1.16,4.02,1.73,2.88,1.65,0.17,0.57,1.27,1.75,2.47,,
August,2.61,1.93,3.90,4.16,3.01,3.25,1.26,1.77,4.63,2.29,,
September,0.97,2.09,0.80,2.33,2.36,2.23,1.37,0.46,2.00,4.20,,
October,2.47,2.69,2.23,10.62,2.04,2.26,5.65,7.26,1.66,7.94,,
November,2.98,0.44,3.50,1.74,1.05,3.97,4.00,2.70,1.59,0.54,,
December,3.80,4.37,1.73,3.28,3.12,0.69,2.16,4.21,3.71,4.40,,
Total,28.89,26.48,27.46,40.87,29.55,25.69,31.03,29.58,27.11,34.83,,
Calc annual,28.89,26.48,27.46,40.87,29.55,25.69,31.03,29.58,27.11,34.83,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,,
