BOTLEY-BOTLEY-HILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU516129,Long,-1.267395,Lat,50.913267,Elevation,36,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,0.75,1.68,4.42,3.63,1.08,2.76,0.57,3.54,3.33,1.46,1.23,2.18,4.43,1.01,7.12,0.96,1.9,1.01,3.64,1.51,4,5.45,0.7,4.3,1.51,1.29,4.03,5.47,3.96,3.94,4.98,1.66,2.94,4.65,4.89,2.53,5.38,1.39,4.94,2.26,3.25,2.43,2.71,0.89,5.49,6.56,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,0.93,3.29,1.86,0.13,0.34,3.75,1.93,2.95,5.11,1.56,1.84,1.7,3.74,0.64,3.34,1.44,1.37,0.36,3.85,1.83,2.62,1.29,4.54,5.47,5.11,1.26,1.68,3.14,0.52,0.33,3.37,5.45,0.51,4.85,2.17,4.39,2.35,1.17,1.56,2.25,0.17,3.87,0.07,3.47,3.03,5.59,0.5,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,0.9,0.28,1.64,2.05,3.25,5.02,0.69,0.74,1.24,2.11,2.23,3.04,1.49,4.66,1.32,0.75,3.23,3.72,0.92,2.25,4.08,3.51,5.15,1,3.67,3.34,1.01,5.54,2.15,1.17,2.56,1.54,1.66,0.39,0.76,3.42,2.95,0.2,1.87,0.87,1.48,3.74,3.19,0.84,2.29,3.99,0.34,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,0.66,0.07,2.01,2.8,0.47,2.35,1.4,2.76,1.45,2.54,1.7,2.82,1.52,1.53,0.85,4.24,2.38,1.43,2.53,1.9,0.15,3.11,1.68,1.4,0.77,2.68,2.25,2.49,3.8,1.1,3.66,3.14,3.32,2.61,3.24,1.85,1.8,1.13,2.92,2.89,3.25,1.24,2.39,3.62,2.32,2.79,0.04,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,0.59,0.74,1.24,0.64,0.32,1.54,3.36,0.93,1.26,1.32,2.95,3.1,3.8,0.59,1.93,2.4,2.16,1.63,1.43,2.52,1.18,2.77,1.61,3.72,1.46,2.31,1.65,0.55,1.69,1.54,0.95,1.96,4.07,3.76,1.96,1.04,1.42,1.89,2.53,3.1,6.67,1.84,1.37,1.57,0.12,3.23,1.83,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,1.63,1.28,0.99,2.03,1.6,1.69,1.94,1.55,2.14,2.51,1.95,3.62,3.02,1.34,4.69,1.46,2.12,0.73,4.84,4.07,1.83,4.22,0.52,0.6,1.33,1.97,3.99,0.93,0.73,2.3,0.1,1.68,0.38,3.18,0.17,2.54,2.81,2.13,1.55,0.62,2.41,1.88,1.57,1.37,3.39,3.76,1.71,0.59,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,1.35,2.05,3.46,5.77,3.72,0.56,0.9,0.75,1.36,1.16,4.02,1.73,2.88,1.65,0.17,0.57,1.27,1.75,2.47,1.99,0.13,2.88,1.18,2.94,4.5,1.17,3.21,4.75,1.28,5.34,0.22,4.19,0.83,3.61,3.61,1.81,2.91,2.01,1.43,2.27,3.25,3.8,2.31,0.84,1.56,4.28,1.25,2.71,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,4.66,3,1.14,2.54,2.7,2.19,3.79,1.34,0.57,2.61,1.93,3.9,4.16,3.01,3.25,1.26,1.77,4.63,2.29,2.16,0.84,6.73,2.51,2.31,2.09,2.95,5.71,2.41,3.2,1.55,2.68,2.91,2.33,2.92,3.51,1.36,4.15,3.11,1.89,4.8,4.65,1.35,0.96,3.29,3.36,0.29,1.72,2.89,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,1.61,2.86,1.65,2.15,0.36,7.98,2.49,1.35,2.31,0.97,2.09,0.8,2.33,2.36,2.23,1.37,0.46,2,4.2,0.12,1.09,2.51,3.01,1.52,3.83,2.59,1.72,7.09,1.87,1.88,0.77,1.8,1.88,6.17,3.15,0.45,6.62,1.24,0.27,3.64,1.86,3.57,3.13,2.63,4.31,3.19,2.47,2.58,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,8.39,4.28,3.11,3.86,2.91,2.7,0.68,4.59,1.96,2.47,2.69,2.23,10.62,2.04,2.26,5.65,7.26,1.66,7.94,4.13,4.49,3.78,4.8,2.18,4.42,5.61,5.24,1.55,0.68,3.36,0.62,1.34,6.07,4.46,4.05,2.51,2.27,6.55,4.62,2.25,0.63,6.69,2.01,1.77,4.96,1.24,3.05,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,4.05,2.68,2.09,5.3,5.33,0.89,1.31,3.99,5.3,2.98,0.44,3.5,1.74,1.05,3.97,4,2.7,1.59,0.54,3.76,4.47,2.53,3.95,3.66,3.56,4.59,1.02,2.53,2.94,2.2,1.98,2.29,1.91,2.51,3.16,6.81,3.43,3,8.63,5.86,4.05,1.82,0.75,2.98,8.1,4.29,2.43,4.38,6.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,4.53,1.9,2.7,2.34,2.59,4.1,4.13,3.6,1.76,3.8,4.37,1.73,3.28,3.12,0.69,2.16,4.21,3.71,4.4,4.92,9.09,4.68,2.07,9.88,8.76,4.29,1.29,2.88,6.58,3.2,1.92,4.74,3.38,5.67,3.87,0.39,4.05,3.15,7.74,4.14,0.68,1.58,0.69,10.08,3.9,3.8,5.17,4.04,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,21.88,21.2,35.16,28.46,25.57,30.66,25.12,26.32,28.89,26.48,27.46,40.87,29.55,25.69,31.03,29.58,27.11,34.83,33.52,31.95,39.36,34.17,36.77,44.38,35.69,33.06,32.76,34.47,31.95,16.37,34.47,30.53,41.02,37.78,28.89,39.47,35.09,31.91,37.4,28.9,35.51,24.54,32.69,39.97,34.1,39.96,27.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939 Jan Oct estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
