NEWENT-TAYNTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO742216,Long,-2.376314,Lat,51.892349,Elevation,60,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,4.73,0.85,5.25,1.6,3.41,2.69,2.81,0.69,4.02,3.74,3.45,5.76,3.02,3.42,2.81,6.81,2.15,1.96,3.24,2.55,4.41,1.29,0.32,3.14,2.24,0.61,1.7,3.1,3.43,2.1,2.54,4.69,4.92
February,,,,,,,,,1.99,0.96,0.9,2.19,0.08,2.49,0.38,1.96,2.82,4.4,0.93,1.38,2.34,3.18,0.59,1.56,0.61,2.14,1.7,1.28,1.1,1.29,5.97,3.75,0.58,1.53,2.59,1.68,0.37,3.48,4.36,0.18,3.33
March,,,,,,,,,3.12,0.12,2.4,0.58,1.91,3.09,2.19,0.54,2.64,3.1,0.11,1.77,1.77,2.2,2.33,1.58,0.43,1.02,0.99,7.06,1.46,1.36,1.63,3.81,2.58,1.04,3.4,2.14,0.59,2.95,1.55,2.66,1.98
April,,,,,,,,,2.02,0.79,2.91,2.86,2.84,1.01,2.2,4.54,2.12,2.32,0.04,2.57,2.71,0.94,1.9,0.76,1.12,1.12,2.6,3.13,2.56,2.09,1.93,2.35,2.49,2.83,0.26,0.88,2.3,0.05,0.64,3.31,1.16
May,,,,,,,,,0.74,2.08,1.4,3.29,5.25,1.95,1.1,1.52,0.74,2.12,1.88,0.78,2.42,1.58,3.55,3.55,2.13,2.74,3.6,2.48,3.57,2.1,2.35,2.6,3.27,2.32,2.83,5.21,0.65,1.6,2.81,1.28,1.71
June,,,,,,,,,1.95,1.26,0.52,3.75,1.73,2.27,1.03,3.75,2.64,1.69,0.91,2,0.6,1.69,0.41,1.68,2.02,3.17,2.44,1.6,2,0.25,1.56,0.96,2,1.44,4.53,4.7,2.96,1.14,2.89,1.57,1.85
July,,,,,,,,,1.5,1.78,3.32,4.39,2.51,1.51,2.64,0.35,5.95,3.8,2.4,6.02,3.08,2.15,1.82,0.96,2.45,2.21,1.86,1.73,0.66,0.84,2.6,0.84,0.54,3.58,1.86,0.44,3.35,3.33,3.27,1.73,3
August,,,,,,,,,2.68,1.35,3.47,4.56,4,0.51,2.58,1.67,0.18,0.57,3.11,2.18,0.12,4.28,3.32,1.89,3.08,2.67,4.46,1.12,3.52,1.37,3.42,4.59,3.94,3.39,3.63,0.62,3.39,2.85,2.58,1.68,2.7
September,,,,,,,,,0.8,0.62,3.06,1.59,3.43,2.83,1.94,3.88,3.18,2.5,1.22,1.08,0.7,1.23,2.11,2.04,2.67,2.15,3.53,1.95,2.16,3.49,3.52,2.2,1.62,3.1,2.07,0.72,4.1,3.82,7.07,0.15,3.85
October,,,,,,,,,6.45,4.67,2.48,0.47,3.87,3.77,1.44,3.26,1.54,2.75,3.28,2.43,4.87,2.19,1.93,2.13,4.24,3.4,0.6,0.38,2.99,5.85,0.89,1.24,3.99,1.63,3.71,1.34,1.64,1.7,2.89,2.1,5.95
November,,,,,,,,2.37,3.26,10.24,3.42,5.4,1.47,0.65,1.94,5.94,2.42,1.49,3.9,4.45,5.87,2.49,1.29,1.74,4.52,0.44,5.86,1.61,1.45,3.28,5.32,7.6,3.44,1.21,6.11,4.2,0.95,2.4,3.03,4.81,5.49
December,,,,,,,,3.13,2.21,6.53,3.29,1.2,1.52,0.42,6.35,2.77,4.82,2.18,3.53,1.59,1.51,2.17,4.25,1.57,2.57,5.71,3.27,1.67,4.24,1.2,1.57,2.3,2.04,0.99,2,2.89,3.91,2.66,3.75,6.43,2.99
Total,,,,,,,,,31.45,31.25,32.42,31.88,32.02,23.19,26.6,30.87,33.07,30.66,24.76,32.01,29.01,27.52,26.31,26.27,27.99,28.73,34.15,26.56,30.12,24.41,31.08,35.38,28.73,23.67,34.69,27.92,27.64,28.08,37.38,30.59,38.93
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
