GLENAPP CASTLE GARDENS,,,,,,,,,,,,
Grid ref,NX092806,Long,-4.990810,Lat,55.083056,,,,,,,
Station no,5266/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.42,7.17,2.77,4.36,3.55,,,,,,,
February,4.19,1.29,1.67,5.52,4.77,,,,,,,
March,4.59,2.86,0.53,4.57,1.55,,,,,,,
April,2.38,2.00,2.60,1.46,3.41,,,,,,,
May,3.05,2.60,3.14,2.83,3.57,,,,,,,
June,1.95,3.02,1.41,5.20,3.03,,,,,,,
July,2.17,3.11,6.29,4.85,1.95,,,,,,,
August,-999.00,6.01,3.14,,1.43,,,,,,,
September,4.41,3.01,7.73,,,,,,,,,
October,1.05,4.35,6.13,,,,,,,,,
November,9.95,2.94,6.69,,,,,,,,,
December,9.10,5.00,5.07,7.57,,,,,,,,
Total,54.57,43.36,47.17,,,,,,,,,
Calc annual,47.26,43.36,47.17,36.36,23.26,0.00,0.00,0.00,0.00,0.00,,
Difference,7.31,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
