DOUGLAS BOROUGH CEMETERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SC382775,Long,-4.480001,Lat,54.167721,Elevation,284,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,1.77,3.43,1.89,3.27,4.64,2.8,3.63,2.98,2.78,4.48,5.26,4.67,5.39,6.18,3.77,5.55,3,5.35,3.79,7.93,3.18,6.37,6.04,4.02,3.98,4.92,2.12,6.44,4.3,5.16,6.19,6.57,1.74,9.07,6.8,5.5,4.72,5.19,4.91,10.89,2.91,2.38,5.3,3.8,2.25,4.25,5.12,4.28,3.7,5.45,3.64,5.55
February,,,,,,,,,,1.96,4.41,4.64,3.69,1.71,4.25,5.3,3.27,2.59,5.12,1.59,2.18,0.55,5.3,4.72,1.02,5.01,5.23,2.71,3.72,1.99,0.7,3.61,0.15,4.24,0.25,4.3,3.71,7.61,1.62,3.45,4.18,3.87,3.07,2.91,1.53,5.1,3.96,1.05,2.93,1.81,4.68,3.08,0.95,2.18,5.17,4,0.91,4.26,6.37,1.43,3.9
March,,,,,,,,,,4.12,2.01,1.08,4.4,4.12,5.51,1.91,1.57,2.17,2.02,4.71,4.18,4.91,2.59,1.69,2.86,1.7,1.42,4.67,4.1,1.29,3.02,1.01,1.67,3.34,2.93,1.56,2.67,3.59,1.88,3.28,5.21,3.69,4,0.94,0.89,1.74,1.82,7.84,3.01,4.05,3.54,4.23,2.85,0.62,3.9,2.47,1.37,3.78,1.74,3.03,2.24
April,,,,,,,,,,3.43,3.14,2.97,0.66,3,0.96,2.66,3.39,2.13,1.76,2.3,4.28,1.5,2.79,2.72,3.73,3.32,1.54,1.76,1.66,1.39,2.25,1.85,3.78,2.04,2.82,3.75,1.11,4.09,0.41,2.31,4.64,2.84,2.29,2.04,2.84,2.89,1.2,4.47,2.28,3.24,4.34,1.5,1.43,3.33,0.57,3.13,1.11,1.05,1.11,2.53,3.56
May,,,,,,,,,,1.47,2.12,1.51,1.94,2.89,2.95,1.83,5.86,4.15,2.86,2.27,3.54,2.26,1.35,2.3,5.11,4.69,2.72,2.33,1.33,2.79,1.93,3.75,4.2,2.33,3.36,1.06,3.11,1.7,5.08,0.65,1.15,4.34,4.22,4.16,2.51,3.91,1.37,4.02,2.6,0.92,1.17,3.9,2.71,2.63,2.71,2.65,1.48,3.07,3.35,0.97,2.92
June,,,,,,,,,2.28,1.8,2.19,3.01,4.13,2.95,0.94,0.89,2.79,1.55,1.9,3.01,3.52,0.23,1.81,1.24,3.43,0.11,2.2,4.59,6.57,2.06,2.23,6,2.19,2.7,2.94,3.96,3.37,3.04,5.97,1.97,1.21,0.47,0.36,3.56,2.54,3.59,4.22,4.99,5.82,0.38,1.32,0.89,2.55,1.63,2.22,4.8,2.46,1.79,3.83,2.77,1.81
July,,,,,,,,,3.88,5.04,3.41,2.34,3.28,1.35,2.86,3.81,2.06,1.76,3.12,0.79,4.74,4.37,4.19,3.1,5.76,2.45,2.98,2.84,3.09,2.84,2.81,2.89,3.21,2.06,0.46,1.46,5.75,4.2,5.27,4.1,2.96,2.25,2.38,2.59,3.49,2.35,1.85,3.39,2.48,4.49,3.05,2.06,1.41,5.03,3.51,2.58,4.25,3.01,4.73,2.35,6.09
August,,,,,,,,,3.23,2.56,5.28,1.93,5.17,0.78,3.84,2,3.68,7.04,2.14,3.63,4.33,6.17,3.03,6.85,5.48,2.37,3.68,5.56,5.26,5,6.24,4.07,4.89,1.22,3.43,1.59,3.32,2.2,2.17,1.33,0.97,3.33,5.12,5.71,3.47,1.1,4.87,0.31,5.72,3.28,7.21,5.05,5.16,5.23,4.64,2.44,7.96,3.02,5.41,0.29,2.85
September,,,,,,,,,4.46,2.97,0.91,1.98,1.46,2.99,2,1.15,2.47,2.74,9.61,3.77,3.56,1.99,4.13,4.05,6.52,4,2.82,6.75,2.61,1,6.3,4.14,4.78,0.98,4.61,5.81,5.93,2.5,3.32,2.45,4.32,1.88,3.59,3.89,5.96,3.45,6.55,2.77,5.4,2.27,10.38,5.27,4.28,5.71,6.23,3,4.45,6.38,4.79,1.35,4.4
October,,,,,,,,,1.93,8.38,3.39,4.11,4.67,3.46,1.91,5.5,8.39,7.22,5.14,3.43,3.93,3.08,1.84,6.77,3.28,4.39,3.93,4.4,8.75,7.73,8.02,2.59,8.5,5.39,6,5.94,3,4.47,9,3.21,4.88,6.21,6.08,5.88,6.37,3.72,0.54,0.78,4.1,6.29,4.18,0.88,4.86,5,8.97,3.25,3.57,5.82,3.7,5.05,5.62
