"STOKE POGES STOKE COURT",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR2365,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,1.89,1.12,3.38,3.32,0.52,3.52,1.42,1.37,2.67,3.89,,
February,2.81,1.68,1.74,0.90,2.67,3.30,3.56,1.12,1.06,2.55,,
March,0.85,1.46,3.75,1.77,4.30,1.05,4.25,1.49,1.03,4.14,,
April,1.42,1.37,0.00,2.75,0.84,1.08,1.11,2.04,4.01,2.87,,
May,2.11,1.20,1.95,1.74,1.55,3.03,1.60,1.81,2.53,0.37,,
June,3.73,2.08,3.09,0.26,1.25,0.84,1.97,2.44,0.90,1.35,,
July,1.85,0.32,1.38,1.55,2.67,4.53,1.25,4.73,4.27,2.61,,
August,1.92,1.21,6.34,0.93,1.48,2.14,5.58,3.63,1.50,2.33,,
September,0.35,1.26,2.46,1.57,0.98,2.33,1.64,1.60,5.71,1.15,,
October,2.51,2.40,2.01,4.32,1.68,2.72,3.56,4.24,1.42,0.84,,
November,3.12,3.42,2.21,2.03,2.20,2.04,4.20,1.11,2.16,1.72,,
December,4.36,5.43,2.97,1.13,6.93,5.04,2.83,1.09,2.24,4.53,,
Total,26.92,22.95,31.28,22.27,27.07,31.62,32.97,26.67,29.50,28.35,,
Calc annual,26.92,22.95,31.28,22.27,27.07,31.62,32.97,26.67,29.50,28.35,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
