"STOKE POGES, STOKE COURT",,,,,,,,,,,,
Grid ref,SU976841,Long,-0.593862,Lat,51.547362,,,,,,,
Station no,RR2365,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.18,0.87,0.73,2.46,2.57,1.18,3.83,0.77,2.01,0.71,,
February,3.78,1.13,1.03,0.86,2.59,0.58,1.78,1.50,1.11,0.28,,
March,0.65,1.51,1.62,2.73,1.31,3.69,1.41,1.16,3.14,2.84,,
April,0.95,2.16,0.52,2.25,1.04,1.56,0.48,3.26,2.99,2.17,,
May,1.54,0.62,2.55,3.25,2.61,0.74,2.19,1.68,1.56,1.19,,
June,2.32,1.18,3.70,6.04,0.71,3.57,2.63,2.17,0.96,4.29,,
July,0.70,0.95,1.15,3.83,3.51,0.27,0.29,1.86,2.72,3.32,,
August,3.10,2.25,2.97,2.99,2.26,2.27,1.12,1.77,2.67,2.04,,
September,0.73,1.31,0.36,2.11,1.25,1.59,1.57,0.68,2.12,1.93,,
October,2.00,2.06,1.48,7.17,1.64,1.30,4.59,4.48,2.17,4.44,,
November,2.27,0.45,2.21,1.85,1.89,2.45,3.36,2.46,0.87,0.63,,
December,2.87,3.60,1.33,2.08,1.91,0.98,2.97,3.31,2.15,2.50,,
Total,24.09,18.09,19.65,37.62,23.29,20.18,26.22,25.10,24.47,26.34,,
Calc annual,24.09,18.09,19.65,37.62,23.29,20.18,26.22,25.10,24.47,26.34,,
Difference,-0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,,
