LITTLE THETFORD (PUMPING STATION),,,,,,,,,,,,
Grid ref,TL535758,Long,0.252682,Lat,52.358768,,,,,,,
Station no,1215/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,2.26,,
February,,,,,,,,,,1.08,,
March,,,,,,,,,,1.68,,
April,,,,,,,,,,0.26,,
May,,,,,,,,,,0.68,,
June,,,,,,,,,,3.47,,
July,,,,,,,,,,2.93,,
August,,,,,,,,,,3.21,,
September,,,,,,,,,,3.68,,
October,,,,,,,,,,4.12,,
November,,,,,,,,,,3.70,,
December,,,,,,,,,,2.61,,
Total,,,,,,,,,,29.68,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.68,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
