MONIAVE GLENCROSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NX762891,Long,-3.945684,Lat,55.180643,Elevation,350,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,5.24,3.93,2.52,7.98,2.76,3.86,3.55,4.38,7.55,6.06,4.91,4.35,8.66,5.78,3.4,5.91,3.11,6.25,6.41,4.71,2.92,5.91,6.35,3.95,4.59,7.52,2.97,7.52,5.5,8.43,9.91,6.47,4.81,6.15,5.63,8.04,6.24,11.24,2.77,9.73,7.32,9.37,7.23,8.97,3.03,7.53,9.22,7.32,6.73,3.72,1.66,8.39,8.63,4.57,,,,,,
February,,0.43,2.13,7.42,12.43,1.78,2.6,4.6,6.71,4.16,6.5,1.65,3.61,7.54,4.33,4.17,4.36,4.02,4.3,2.27,8.39,6.38,3.85,3.6,8.99,11.36,5.24,1.71,6.29,1.11,5.35,0.95,4.22,7.7,0.84,6.29,5.73,3.54,4.7,2.61,0.18,5.81,0.07,5.36,0.4,7.43,2.96,7.36,3.52,8.78,2.59,4.91,2.52,4.71,2.06,,,,,,
March,,4.41,2.03,1.85,3.44,5.4,7.25,8.01,1.6,5.49,0.83,2.91,3.92,12.51,4.11,6.08,3.78,5.62,6.92,5.67,4.27,1.34,6.92,5.44,8.05,2.22,1.7,3.5,1.8,4.77,7.16,8.92,2.37,2.54,1.32,1.38,3.05,4.86,5.93,1.16,3.27,0.84,2.88,4.02,3.46,2.05,4.74,2.46,3.18,5.13,6.03,3.83,5.22,2.32,0.78,,,,,,
April,,3.35,1.25,1.65,3.04,3.23,2.71,3.6,4.25,4.19,2.78,4.84,2.93,2.32,5.62,3.55,1.77,3.06,2.09,3.83,3.99,5.03,1.04,5.21,2.81,3.56,3.72,2.36,0.66,2.72,3.73,1.58,2.4,4.56,3.44,6.4,2.66,3.13,2.4,1.74,2.55,2.14,4.92,2.73,3.96,4.04,1.46,3.69,0.68,2.44,2.62,2.29,3.95,3.7,3.02,,,,,,
May,,3.14,5.05,4.08,3.5,0.59,0.77,2.54,3.02,4.06,5.01,2.15,3.1,3.07,3.3,2.24,6.94,5.55,3.11,2.6,2.76,3.41,1.75,5.7,2.67,1.35,4.38,3.36,2.96,1.1,6.55,2.8,3.52,2.29,3.71,6.79,3.55,3.51,1.58,4.72,2.71,3.98,3.48,3.69,4.22,0.68,1.27,2.33,5.5,0.83,1.68,3.56,5.61,5.64,2.75,,,,,,
June,,1.35,3.77,1.6,3.85,0.92,3.88,4.43,2.62,2.82,4.8,3.89,1.87,3.3,2.53,3.12,1.68,5.22,3.72,3.87,1.65,2.87,5.78,3.14,0.67,1.96,1.8,3.01,1.38,2.42,2.09,0.62,1.81,1.33,1.58,0.38,3.21,3.79,7.04,2.68,3.08,6.94,2.11,3.11,2.74,5.55,2.62,3.31,6.62,3.3,0.74,1.05,1.09,4.35,3.81,,,,,,
July,,1.65,2.93,5.15,3.05,5.76,5.88,2.62,0.79,4.38,2.64,1.37,2.86,3.83,3.15,1.96,3.37,2.77,4.95,5.99,6.11,2.32,3.37,0.85,4.25,5,4.55,1.57,4.13,1.09,4.82,5.37,4.86,4.73,5.36,3.04,3.87,5.74,2.45,5.92,4.62,4.39,4.82,6.54,2.94,1.75,5.79,4.9,7.75,5.01,5.34,2.7,3.32,2.99,4.83,,,,,,
August,,7.77,8.18,5.99,3.59,5.42,2.62,8.22,6.83,2.98,7.08,5.55,2.88,7.55,6.73,5.32,5.84,5.64,4.42,2.1,8.25,3.29,4.85,2.01,4.68,2.44,3.12,7.91,4.13,3.52,4.47,7.33,3.14,8.13,5.19,3.99,4.55,7.16,7.65,5.37,7.45,2.19,2.31,2.43,6.41,2.23,2.87,2.89,2.04,1.73,1.66,6.69,5.72,5.74,4.07,,,,,,
September,,6.64,4.92,2.45,0.32,0.8,5.71,4.27,4,4.3,3.39,5.05,3.76,5.43,4.32,2.29,1.14,1,5.56,2.85,1.34,2.3,2.17,3.28,2.19,1.7,1.94,4.78,6.46,3.95,3.68,1.7,3.08,6.63,6.99,2.14,4.23,7,2.82,0.98,4.76,1.75,5.28,1.22,6.83,5.7,5.37,2.69,5.79,2.89,5.06,3.02,5.27,2.45,8.03,,,,,,
October,,11.49,4.76,7.24,4.64,4.39,4.37,3.52,3.99,4.84,6.92,7.63,3.28,11.25,2.7,4.11,8.55,9.14,2.06,9.87,3.57,5.06,4.35,4.74,2.88,4.5,9.19,9.04,8.36,1.87,4.21,4.32,2.72,7.71,5,5.75,5.3,5.3,10.12,6.66,9.05,3.32,8.37,3.64,7.12,8.89,6.04,5.02,10.07,4,6.17,6.45,5.91,9.48,,,,,,,
November,,6.89,5.66,4.09,6.56,6.4,1.62,5.17,5.96,9.45,5.81,4.24,5.42,5.03,4.14,6.14,4.76,4.05,4.23,2.26,4.47,6.08,4.3,6.16,6.97,3.73,5.66,6.45,7.75,4.04,3.62,2.78,2.83,5.95,3.75,2.01,7.15,5.05,7.63,10.22,6.15,12.22,4.73,2.49,0.99,7.46,6.29,1.37,9.85,10.04,7.02,5.28,1.88,4.84,,,,,,,
December,,8.87,3.5,7.3,6.61,5.71,9.66,10.32,7.2,5.1,10.33,6.36,6.7,5.72,4.89,4.3,4.91,5.87,5.84,7.97,7.6,11.49,9.61,4.45,8.44,7.83,6.09,3.4,6.82,10.16,5.79,8.37,5.53,4.74,9.21,6.48,1.8,2.06,5.44,11.8,6.53,5.89,12.67,1.86,11.21,4.35,7.66,3.95,5.05,2.92,8.89,3.35,9.28,3.19,,,,,,,
