"LOWER SWINESHAW RESERVOIR",,,,,,,,,,,,
Grid ref,SK004994,Long,-1.995440,Lat,53.491309,,,,,,,
Station no,2936,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.93,2.48,4.05,4.04,4.23,3.13,4.97,2.15,4.86,3.35,,
February,2.66,1.88,0.83,4.63,3.67,2.46,3.12,2.81,4.34,3.35,,
March,0.81,3.05,2.88,5.39,2.49,4.90,4.02,4.26,4.35,3.62,,
April,3.29,3.12,2.49,2.62,3.12,3.06,2.70,2.98,2.72,4.16,,
May,1.56,1.05,3.35,3.33,3.24,0.94,4.05,5.24,2.90,2.41,,
June,7.15,2.76,1.59,1.95,1.20,4.11,2.15,8.28,1.83,3.59,,
July,4.78,3.31,2.86,5.10,1.84,3.12,2.81,4.08,7.31,7.83,,
August,8.87,3.13,5.14,5.33,4.89,4.94,4.36,6.15,3.91,4.06,,
September,1.77,0.92,1.28,5.59,1.79,3.24,2.14,1.14,4.57,3.74,,
October,6.60,4.91,6.76,10.17,1.91,4.68,6.63,7.29,1.39,7.92,,
November,3.34,7.16,2.23,4.97,3.96,4.12,5.83,3.94,3.41,1.99,,
December,6.10,6.06,3.47,1.65,3.43,0.99,4.51,4.88,3.87,7.18,,
Total,51.86,39.83,36.93,54.77,35.77,39.69,47.29,53.20,45.46,53.20,,
Calc annual,51.86,39.83,36.93,54.77,35.77,39.69,47.29,53.20,45.46,53.20,,
Difference,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,,
